Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,6.0,,,,,,,,,,,,6.0,10.0,,,,6.0,,,,20.0,,,,,1.0,,,,,,,,,,7.0,,,,,,,,,,,20.0,3.0,,3.0,,,,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,123077
,,,17.0,,,,17.0,,,,,,,,6.0,2.0,,,,1.0,,,,,9.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,98534
,,,2.0,,,,,,,,,,,,8.0,2.0,,,,,,,,,2.0,,,,5.0,2.0,,5.0,,3.0,,,,,,,,,,,,,,9.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,6.0,338116
3.0,,5.0,7.0,6.0,,1.0,17.0,,,,,3.0,,,11.0,27.0,,,,,2.0,,,2.0,,,17.0,,16.0,,,,3.0,,,,,5.0,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,7.0,,,1.0,1.0,,13.0,8.0,1.0,7.0,4.0,,1.0,1.0,9.0,1.0,2.0,,,5.0,3.0,,4.0,,4.0,1.0,2.0,,2.0,243442
,,,,3.0,,,7.0,,,,,,,,5.0,3.0,,,1.0,,,,,,8.0,,,,6.0,,1.0,,,,10.0,,,,1.0,,,,,3.0,,1.0,,3.0,,,1.0,1.0,,,,4.0,13.0,,3.0,,,,,,1.0,,,,,4.0,,1.0,17.0,,,4.0,,,3.0,217763
2.0,9.0,,5.0,15.0,,1.0,11.0,,,,3.0,,,5.0,11.0,47.0,,7.0,1.0,2.0,,,,,27.0,,2.0,,20.0,1.0,,,,,4.0,,,1.0,,,,,,,,6.0,,4.0,,5.0,27.0,,1.0,4.0,11.0,1.0,22.0,,,,,10.0,,,,1.0,,,5.0,3.0,,,9.0,,6.0,,,,,84248
,,,12.0,,,,3.0,,,,,,,,2.0,11.0,,,,,,,,12.0,,,,,21.0,,,,,,1.0,,,,,,6.0,,,,,,,,,14.0,4.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,,,,31414
,,,14.0,7.0,,,8.0,,,1.0,2.0,,,,7.0,6.0,,,1.0,,,,,4.0,13.0,,,,2.0,,3.0,3.0,,,,,,2.0,7.0,,,,,,,,1.0,4.0,,,5.0,,9.0,3.0,,1.0,1.0,2.0,,,,,3.0,,1.0,,,,2.0,,,1.0,1.0,2.0,,,,,,11482
,,,,,,,1.0,,,,,,,,2.0,14.0,,,,,,,2.0,,7.0,,2.0,,3.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,3.0,,,,,,3.0,,,1.0,,,2.0,1.0,,,,,,,,4.0,,1.0,3.0,,,,,35234
,1.0,,9.0,8.0,,3.0,1.0,,,,2.0,,,,4.0,31.0,1.0,4.0,5.0,,,,,,8.0,,3.0,,1.0,,,,,5.0,1.0,,,5.0,5.0,,2.0,,,,,1.0,1.0,6.0,,1.0,3.0,2.0,,,,,19.0,1.0,1.0,,6.0,2.0,,,1.0,,,,44.0,4.0,,,13.0,,1.0,4.0,2.0,1.0,1.0,120046
,,1.0,17.0,19.0,,,15.0,,1.0,,3.0,,,1.0,25.0,44.0,,2.0,,4.0,,,,1.0,2.0,,31.0,,6.0,2.0,,,1.0,,21.0,,1.0,4.0,,,1.0,,,6.0,,4.0,,5.0,1.0,7.0,8.0,,2.0,,8.0,2.0,57.0,4.0,,,9.0,1.0,,,,,,,1.0,1.0,2.0,,14.0,,,2.0,,,1.0,180280
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187500
,,,,1.0,,,1.0,,,,,,,,1.0,5.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,120789
3.0,,,5.0,6.0,1.0,,7.0,,,1.0,,,,1.0,3.0,15.0,,,,,,,,,7.0,,2.0,,7.0,,,,,,12.0,,,,14.0,,,,,1.0,,,,,,1.0,5.0,,,1.0,,1.0,11.0,4.0,,,4.0,,,,,,1.0,,,,,,5.0,,,1.0,,,,37151
,,6.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,7.0,,,,,,,,,,,,4.0,,,,,,,,,,,325296
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8466
,,,8.0,6.0,,,5.0,,,,,,1.0,,6.0,16.0,1.0,2.0,,,,,1.0,,4.0,,,,9.0,2.0,,,,,1.0,,2.0,,,,,1.0,1.0,5.0,,1.0,,2.0,1.0,,7.0,6.0,,1.0,5.0,5.0,21.0,,,,1.0,1.0,,,1.0,,2.0,,,,,,16.0,,3.0,,,,,125467
,,,,2.0,,,8.0,,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,1.0,,5.0,,,,,,,,,,,,10.0,,,,,7.0,1.0,,,2.0,4.0,,21.0,,,,3.0,,,,6.0,,,,,4.0,,,,,,,1.0,,,,,,,248395
,,,4.0,7.0,,,1.0,,,2.0,,,,,4.0,13.0,,,,,,4.0,,1.0,2.0,,4.0,,4.0,,,,6.0,1.0,,,,1.0,,,,,1.0,8.0,,1.0,,6.0,,,5.0,,,,1.0,12.0,13.0,,,,1.0,2.0,,,,,,,,,,2.0,3.0,,,,2.0,,,282876
,7.0,1.0,19.0,9.0,,,2.0,,,1.0,1.0,3.0,,,10.0,51.0,,,2.0,,,,,,1.0,,1.0,,5.0,,,,,,,2.0,,1.0,,,1.0,,1.0,,,4.0,4.0,2.0,1.0,4.0,14.0,,,1.0,,,21.0,,14.0,,1.0,7.0,,,,1.0,,,,,,,14.0,,3.0,5.0,,,3.0,336512
,,,,,,,,,,,,,,,6.0,2.0,,1.0,,2.0,,,,8.0,,,2.0,,7.0,,,,,,,,,,,,,,,,,17.0,,8.0,,,2.0,,1.0,,,,8.0,,,,2.0,,,,1.0,,,,,,,,4.0,,,6.0,,,4.0,124571
,,,21.0,3.0,,,2.0,,,1.0,,,,,7.0,16.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,7.0,,,,8.0,1.0,8.0,,1.0,,,,,,1.0,,2.0,,3.0,,,,3.0,,,1.0,,,,60086
,2.0,,6.0,5.0,,1.0,1.0,,,,1.0,,,,8.0,11.0,,,,,1.0,,1.0,,,,,,12.0,,,,,,,,,,,,5.0,,1.0,,,1.0,,1.0,1.0,2.0,5.0,,,,,,1.0,,,6.0,1.0,,,,1.0,,,,,,,,4.0,,,,,,,113102
,,,7.0,,,,4.0,,,,,,,,8.0,6.0,,,5.0,,,6.0,,,6.0,,5.0,,7.0,2.0,,,,,,,,6.0,1.0,,1.0,,,,,1.0,,1.0,,5.0,7.0,,7.0,,,,8.0,,,,4.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,37646
,,,,1.0,,,2.0,,,,1.0,,,,1.0,13.0,,,,,,,,1.0,,,,,2.0,2.0,,,,,,,,1.0,,,11.0,,,,1.0,,1.0,,1.0,6.0,3.0,,2.0,,,,3.0,,,,,,,,,,2.0,,1.0,,,,2.0,,1.0,,,,,320698
,1.0,,10.0,32.0,3.0,,7.0,,,1.0,,,,,8.0,21.0,,,,2.0,,,,,,,8.0,,7.0,,,1.0,,,2.0,,1.0,1.0,,1.0,6.0,,,,,2.0,,,,,3.0,,,5.0,18.0,3.0,34.0,14.0,1.0,,3.0,,,,,2.0,,,,,4.0,,5.0,,,2.0,,,7.0,51933
,,,6.0,4.0,1.0,,10.0,,,1.0,2.0,,,,15.0,83.0,,,,1.0,,,,,,,,,8.0,,,,,,,,1.0,1.0,4.0,,,,1.0,2.0,,5.0,3.0,8.0,,1.0,14.0,1.0,,,,2.0,21.0,,2.0,,3.0,11.0,,,,1.0,2.0,,4.0,,7.0,3.0,8.0,,4.0,9.0,5.0,,18.0,329434
1.0,,,8.0,5.0,4.0,2.0,10.0,,1.0,,1.0,22.0,,,19.0,36.0,1.0,,,3.0,,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,,,1.0,,1.0,,,10.0,6.0,,,3.0,12.0,,,,,4.0,23.0,10.0,,12.0,15.0,,,,,,,,,,,,21.0,,2.0,3.0,,,,333416
,,,1.0,,,,2.0,,,,,,,,2.0,4.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,11.0,,1.0,10.0,,,,,,,,,,,,,5.0,,1.0,,,,,314333
,,,5.0,2.0,,,7.0,,,1.0,,,,,5.0,3.0,,,2.0,,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,,,,,5.0,,1.0,,,,,,,1.0,,,,,18.0,,,,6.0,,,1.0,,,,222716
4.0,,1.0,9.0,16.0,4.0,2.0,10.0,,1.0,,34.0,31.0,,,5.0,26.0,,6.0,,,,2.0,,14.0,2.0,,1.0,1.0,15.0,2.0,,,,,,,,,,,,,,,,,2.0,7.0,,7.0,10.0,,3.0,,3.0,2.0,17.0,,,,3.0,,,,2.0,1.0,,,1.0,12.0,,,11.0,,4.0,2.0,,,,76403
,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,,1.0,,3.0,7.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,270475
,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,15.0,,,6.0,,,,,,,216283
,,4.0,5.0,16.0,,4.0,7.0,,,1.0,2.0,,,2.0,16.0,40.0,,12.0,,2.0,,,,1.0,3.0,,,1.0,9.0,3.0,1.0,2.0,,1.0,,,,1.0,5.0,,10.0,,,1.0,,,1.0,6.0,1.0,3.0,9.0,2.0,5.0,,8.0,2.0,13.0,,6.0,,2.0,,,,,1.0,2.0,6.0,17.0,22.0,11.0,5.0,35.0,1.0,4.0,5.0,2.0,3.0,5.0,333052
,,,2.0,,,1.0,2.0,,,,,,,,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,4.0,,,,1.0,,,,,,,,,,6.0,,4.0,,1.0,1.0,,,,157991
,,,4.0,8.0,,,5.0,,,,,,,,27.0,46.0,,5.0,,,,1.0,,,4.0,,9.0,,12.0,,,3.0,,,3.0,,,3.0,,,,,,3.0,,1.0,,2.0,1.0,,4.0,,,3.0,,7.0,39.0,,5.0,14.0,9.0,1.0,,,,2.0,5.0,,3.0,,,,13.0,,1.0,7.0,,,2.0,74859
,,1.0,6.0,1.0,,,,,,,,,,,,3.0,,,,,,,,22.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,6.0,,,,,,,,,,1.0,,,,,,,317949
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,292242
,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,4.0,2.0,,,,,,,,,,,,3.0,,,2.0,,,,,,,,199763
,,,,2.0,,,3.0,,,1.0,7.0,1.0,1.0,5.0,1.0,5.0,,4.0,,,,,,1.0,7.0,,,,13.0,,1.0,,,,1.0,,,,,,,,,3.0,2.0,,4.0,2.0,,7.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,2.0,1.0,,,,,,1.0,,,,,4.0,,,3.0,,,37.0,329963
,3.0,,,1.0,,,2.0,,,,,,,,4.0,22.0,,,,,,,,,,,,,6.0,,,,,,,1.0,,,6.0,,,,,5.0,,2.0,1.0,3.0,,,10.0,,,,,1.0,11.0,,,16.0,,,,,,,,,6.0,,2.0,,2.0,,,1.0,,,,239724
,,,4.0,,,,1.0,,,,2.0,,,,7.0,23.0,,,,2.0,,,,1.0,,,2.0,,5.0,,,2.0,,,,,,2.0,,,,,1.0,,,1.0,1.0,2.0,,,2.0,,,,,1.0,12.0,,,10.0,1.0,,,,7.0,,,,,2.0,,,4.0,,,5.0,2.0,,,124356
5.0,4.0,2.0,39.0,25.0,1.0,14.0,21.0,,,,,,,,23.0,40.0,,,,,,1.0,6.0,,,,8.0,,16.0,,,,,,,,,4.0,,,,,1.0,,,2.0,,,1.0,2.0,8.0,,1.0,1.0,16.0,27.0,49.0,2.0,3.0,6.0,10.0,1.0,,1.0,,1.0,,,2.0,1.0,,,7.0,1.0,2.0,8.0,,,1.0,12706
,,,1.0,1.0,,1.0,8.0,,,,1.0,,,,8.0,9.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,2.0,,,4.0,,,,7.0,,,,,,,,,,,4.0,1.0,,1.0,4.0,,,,207214
1.0,5.0,16.0,13.0,8.0,,,16.0,,,1.0,1.0,,,1.0,25.0,39.0,1.0,2.0,1.0,,,,5.0,4.0,,,3.0,1.0,4.0,1.0,,,,,,,,7.0,,,,,,2.0,,14.0,1.0,2.0,,4.0,8.0,,1.0,3.0,2.0,8.0,44.0,,,,,4.0,1.0,,,1.0,,,9.0,,,,16.0,,2.0,5.0,4.0,,7.0,120422
,,,4.0,2.0,,3.0,6.0,,,,,,,,10.0,8.0,,5.0,2.0,,,,,1.0,4.0,,3.0,,1.0,,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,1.0,11.0,,,5.0,,2.0,10.0,,2.0,,3.0,,,,,,,,3.0,5.0,,,2.0,,,,4.0,,,230521
,,,5.0,7.0,1.0,8.0,13.0,,,,,,,1.0,5.0,12.0,,,,12.0,,3.0,,1.0,3.0,,1.0,1.0,25.0,7.0,,1.0,,1.0,,,,,,2.0,,,1.0,,,2.0,1.0,3.0,1.0,3.0,4.0,,,,,,24.0,,10.0,,5.0,4.0,8.0,,1.0,,,,,,,,6.0,,,4.0,2.0,6.0,21.0,296162
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,326300
5.0,,1.0,14.0,2.0,,2.0,3.0,,,,1.0,,,,14.0,25.0,1.0,13.0,,,,,,2.0,,,2.0,,7.0,1.0,,,,,,2.0,,1.0,,,,9.0,1.0,1.0,7.0,3.0,4.0,3.0,3.0,,10.0,,,2.0,10.0,3.0,27.0,,,6.0,1.0,,,,,2.0,,,3.0,,3.0,,6.0,,21.0,2.0,,,,145475
,,,2.0,16.0,,1.0,10.0,,,,,,,,14.0,16.0,,1.0,,,,,,2.0,10.0,,,,15.0,,,,1.0,1.0,1.0,,,4.0,,,5.0,,,,,4.0,1.0,3.0,,12.0,3.0,,,,5.0,4.0,30.0,10.0,,,,3.0,3.0,1.0,,,,,1.0,,1.0,,10.0,4.0,3.0,2.0,,,1.0,108975
,,,12.0,3.0,,,24.0,,,,,,2.0,,34.0,24.0,,,1.0,4.0,,8.0,,,16.0,,,,7.0,,,,,,,,,,,,,,,,,1.0,2.0,4.0,,,3.0,,,3.0,,44.0,22.0,,,1.0,1.0,1.0,,,,,,,,,,,15.0,,1.0,7.0,,,6.0,115725
,,,,,,2.0,2.0,1.0,2.0,,,,,,2.0,8.0,,,,,1.0,,1.0,20.0,19.0,,,,20.0,3.0,,,,,,,1.0,2.0,,,,,,1.0,,,,12.0,,20.0,2.0,,,,10.0,,5.0,,,,,,,,,,,5.0,,1.0,,,17.0,,,,4.0,,3.0,248560
,,,15.0,6.0,,3.0,4.0,2.0,,,,8.0,,,16.0,4.0,,2.0,,,,,,1.0,2.0,,1.0,,3.0,2.0,3.0,,4.0,,1.0,4.0,,,,1.0,1.0,,,,,4.0,7.0,3.0,,2.0,3.0,,1.0,1.0,5.0,6.0,8.0,,,,3.0,,,1.0,1.0,1.0,,,,,,,22.0,,2.0,4.0,,,,317228
2.0,,,1.0,1.0,,,6.0,,,,,,,,4.0,13.0,,,,,,,,2.0,,1.0,1.0,,22.0,,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,43.0,1.0,2.0,,,,23.0,,,1.0,7.0,,,,,,,,,,,3.0,3.0,,2.0,,,,,117282
,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,2.0,,,,1.0,,,,,,,,,,3.0,,5.0,,,,,,,147153
,,1.0,8.0,,,1.0,1.0,,,,,,,,1.0,5.0,1.0,,,,,,,,2.0,,,,3.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,4.0,1.0,5.0,,,,2.0,,5.0,,,,4.0,1.0,,,,1.0,,1.0,,,1.0,2.0,1.0,,1.0,1.0,,,,274268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,136406
,,,10.0,9.0,,,4.0,,,,9.0,,,,17.0,37.0,,,,,,,,,,,7.0,2.0,6.0,,,1.0,2.0,,,2.0,,5.0,,,2.0,15.0,6.0,20.0,5.0,4.0,,1.0,,6.0,8.0,,,10.0,8.0,2.0,13.0,,,19.0,11.0,,,3.0,2.0,,2.0,,3.0,,5.0,,9.0,,3.0,3.0,,,1.0,197280
,,,3.0,10.0,,,,,,,,,,,2.0,3.0,,,,,,,,,3.0,,4.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,4.0,,,,,1.0,,,,,4.0,5.0,,,7.0,,,,,,,,,,,,,2.0,,1.0,,,,,88088
,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,110192
,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,161260
1.0,,,15.0,1.0,,1.0,3.0,,,,,,,,2.0,11.0,,,,1.0,,,,,1.0,,2.0,,28.0,,,,,,,,,,,,8.0,,1.0,,,3.0,,,,8.0,,,,,23.0,4.0,4.0,,,,,,,,,,,,1.0,2.0,1.0,,2.0,,1.0,1.0,,,,251311
,,,2.0,1.0,,,8.0,,,,1.0,,,,17.0,17.0,,,,,,,,2.0,,,2.0,,9.0,2.0,,,,,,,,1.0,,,14.0,,,2.0,,,1.0,,,,8.0,,4.0,7.0,1.0,,13.0,,,,4.0,,,,1.0,,,,,,,,8.0,,1.0,6.0,,,,60347
,,,5.0,3.0,,,2.0,,,,,,,,4.0,19.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,4.0,,,,1.0,3.0,,,1.0,,,10.0,2.0,,,,2.0,,,,,,,,,,,5.0,,2.0,2.0,,,,300119
,,,2.0,,,10.0,1.0,,,,,,,,3.0,,,,1.0,,,,1.0,,1.0,,2.0,,7.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,225188
,,,4.0,,,1.0,21.0,,,1.0,2.0,,,,12.0,20.0,1.0,,,4.0,,,,2.0,2.0,,1.0,,3.0,,,,2.0,,,,,,2.0,,12.0,,,1.0,9.0,4.0,,,,,4.0,,,1.0,5.0,7.0,43.0,8.0,1.0,,4.0,,,,,1.0,,,,3.0,,,2.0,,5.0,1.0,,,,22278
,,,,2.0,,,1.0,,,,,,,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,89967
,2.0,,1.0,3.0,,,8.0,,,1.0,1.0,5.0,,,7.0,14.0,,11.0,5.0,,,,,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,6.0,,1.0,,,7.0,,3.0,,,1.0,36.0,,,,5.0,,,,5.0,,,,,1.0,,,15.0,1.0,7.0,4.0,,,,91352
,,,1.0,3.0,,1.0,7.0,,,1.0,2.0,,,,14.0,19.0,,,,,1.0,,,,3.0,,2.0,1.0,24.0,,,,,,,,,1.0,,,1.0,,,,,3.0,,1.0,,2.0,7.0,,1.0,,,5.0,12.0,,,20.0,5.0,,,,,,,,6.0,5.0,2.0,2.0,5.0,,4.0,1.0,,,,211426
,3.0,,16.0,15.0,,,18.0,,,,2.0,1.0,4.0,2.0,15.0,42.0,,,,,,,,,2.0,,1.0,,11.0,,,,,,,,,1.0,,,2.0,,,,,6.0,2.0,1.0,,3.0,7.0,1.0,,,2.0,3.0,49.0,1.0,3.0,3.0,3.0,,,,,1.0,,,1.0,,,,8.0,,4.0,6.0,3.0,2.0,3.0,321180
,,2.0,7.0,7.0,,,14.0,,,,,,,,2.0,45.0,,3.0,,,,,,1.0,13.0,,4.0,,14.0,3.0,,,,,,,,4.0,,,1.0,,,6.0,,1.0,,3.0,,2.0,11.0,,,,3.0,57.0,16.0,3.0,,4.0,21.0,3.0,,,,,,,24.0,,,4.0,1.0,19.0,2.0,2.0,,,,264069
,,,4.0,,,,2.0,,,,,,,,1.0,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,7.0,,,3.0,,,,,314595
1.0,,,16.0,3.0,,,7.0,,,,1.0,3.0,,,2.0,14.0,,,4.0,,,,,1.0,11.0,,2.0,,,2.0,,,,,,,,,3.0,,,,,,,,,3.0,1.0,2.0,1.0,,,1.0,,,16.0,,1.0,,2.0,2.0,,2.0,2.0,,,,,,,,3.0,,3.0,1.0,,,,121621
,,3.0,15.0,19.0,,,37.0,,,,1.0,1.0,,,70.0,59.0,,3.0,,,,,,,,,37.0,,12.0,,1.0,,,,,,,,,,,,2.0,1.0,,6.0,,4.0,,5.0,4.0,1.0,,,9.0,3.0,12.0,,1.0,,2.0,1.0,,,,,,,,2.0,,,5.0,,3.0,21.0,,,,246359
,2.0,1.0,4.0,4.0,,,7.0,17.0,,,1.0,,,,8.0,13.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,10.0,3.0,1.0,,2.0,4.0,2.0,,1.0,,,3.0,,,,2.0,,,,,,,,3.0,,,,11.0,,,5.0,,,1.0,133934
,,2.0,8.0,12.0,6.0,,6.0,,,,2.0,3.0,,,16.0,51.0,,,1.0,,1.0,,,,1.0,2.0,15.0,,12.0,,,,,,,,,4.0,,,,,,,,2.0,3.0,2.0,3.0,12.0,15.0,1.0,1.0,,1.0,1.0,7.0,6.0,,,7.0,,,,,,,,1.0,,1.0,,11.0,1.0,5.0,5.0,2.0,3.0,3.0,14507
1.0,,,8.0,20.0,,1.0,9.0,,,,,,1.0,,2.0,12.0,,4.0,1.0,4.0,3.0,1.0,,3.0,6.0,1.0,2.0,1.0,7.0,,,,,,2.0,,2.0,,,,,1.0,,1.0,,1.0,1.0,4.0,,1.0,7.0,1.0,3.0,3.0,2.0,2.0,28.0,2.0,,1.0,4.0,2.0,,,,5.0,,,,,,,9.0,1.0,1.0,1.0,,,,4296
,,,,2.0,,,3.0,,,,1.0,,,,2.0,13.0,,,,,,,,,,,6.0,,3.0,,,,,1.0,,,,,,,,,1.0,,,1.0,2.0,,,1.0,6.0,,6.0,,,,2.0,,,4.0,2.0,,6.0,,2.0,1.0,,,,,,,2.0,,2.0,5.0,,,,73774
,3.0,,9.0,12.0,,5.0,2.0,,,1.0,1.0,,,,5.0,19.0,,6.0,,,,,,,4.0,,2.0,1.0,26.0,1.0,,,,,,,,2.0,,,2.0,8.0,,5.0,,7.0,1.0,4.0,,,8.0,4.0,6.0,,1.0,2.0,12.0,,,,1.0,,,,3.0,,,,21.0,8.0,9.0,,5.0,1.0,2.0,,,,5.0,240136
1.0,,,,2.0,,1.0,5.0,,,,5.0,,,,4.0,7.0,,,,,,,,,6.0,,,,5.0,,,,,,,,,2.0,,,3.0,,,1.0,,2.0,,3.0,,,3.0,,,,,2.0,16.0,,,,5.0,,,,,,,,21.0,,4.0,6.0,10.0,,4.0,,,,5.0,147884
,,,,10.0,,,2.0,,,1.0,,,,,,8.0,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,6.0,14.0,4.0,23.0,,,,,,,,,,,,,,,,1.0,,,,,,,1599
,5.0,,9.0,11.0,,3.0,4.0,,,3.0,1.0,,,,5.0,33.0,,5.0,6.0,2.0,,,,2.0,9.0,,6.0,,2.0,,,,1.0,,,,,1.0,,,,8.0,,3.0,,4.0,,3.0,1.0,,6.0,,,,1.0,8.0,46.0,,1.0,,18.0,3.0,,,,,,,,,,,2.0,,2.0,,,,,44872
,,7.0,9.0,2.0,,1.0,6.0,1.0,,1.0,3.0,,,3.0,5.0,19.0,,1.0,,,,,2.0,4.0,4.0,,1.0,,2.0,,,1.0,,,5.0,,,4.0,,,,,,1.0,,2.0,1.0,3.0,1.0,1.0,10.0,,,1.0,2.0,5.0,8.0,1.0,,1.0,2.0,,,,,,,9.0,20.0,4.0,4.0,1.0,13.0,4.0,2.0,2.0,,,6.0,121110
