Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,3.0,,,,3.0,,,3.0,3.0,,,,3.0,0.0,4.0,,6.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,,3.0,,,3.0,,,0.0,,,0.0,3.0,,,,,3.0,,,,,,4.0,3.0,3.0,4.0,3.0,,,,245790
,4.0,,1.0,0.0,,,1.0,,,1.0,,,,,0.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,,,4.0,,,,,1.0,,,,,,1.0,,,0.0,,,5.0,,2.0,,,,,2.0,,,2.0,,,1.0,1.0,,,252233
,3.0,,,3.0,,,2.0,,,,,,,,3.0,3.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,3.0,,,,3.0,3.0,3.0,,,,,,,3.0,,,,,,3.0,,,,3.0,,,,3.0,,,,,,,,3.0,,3.0,,,,,4632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313460
0.0,,6.0,6.0,1.0,,,6.0,,,,6.0,,,,1.0,1.0,,,,,,,,,6.0,,1.0,,0.0,,,1.0,,,4.0,,,,,,,,,,,6.0,,,,,,,,,6.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,6.0,,1.0,,,6.0,1.0,10799
,,,0.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,6.0,,1.0,,,,,314171
,,,,,,,,,,,,,,,3.0,3.0,,,,4.0,4.0,4.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,5.0,4.0,,,,,,3.0,,,,3.0,,,,,,,109239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,86983
,,,,,,,1.0,,,,3.0,,,,1.0,1.0,,,,1.0,,,,,6.0,,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,4.0,,,,,,1.0,,,,,135116
,,,1.0,,,,1.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,248894
,,5.0,1.0,1.0,,,1.0,,,6.0,6.0,,,1.0,1.0,0.0,,0.0,,,3.0,,,0.0,0.0,,,,1.0,3.0,0.0,,,2.0,,,,2.0,,,,,,0.0,,1.0,5.0,3.0,,4.0,1.0,,,2.0,1.0,0.0,0.0,1.0,,,0.0,5.0,,,0.0,,,1.0,1.0,,,2.0,0.0,,1.0,4.0,,,,113722
,,,,0.0,,,0.0,,,4.0,,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,4.0,,,,,4.0,,,,4.0,,,,,,,,,,,,,0.0,,,4.0,,,0.0,,,,0.0,,,,,4.0,,,4.0,,,,0.0,,,,,,0.0,288295
,,,,5.0,,,0.0,,,,,,,,3.0,2.0,,5.0,,,,,,1.0,5.0,3.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,5.0,,,3.0,,,,,,2.0,,5.0,0.0,5.0,0.0,,,,,,,,,,,5.0,,5.0,3.0,,,,60091
,,,,1.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,273141
1.0,2.0,0.0,0.0,0.0,,0.0,0.0,3.0,,,1.0,,,,0.0,0.0,,2.0,3.0,3.0,,,5.0,,6.0,,5.0,,0.0,,,,,4.0,,,,0.0,,,1.0,,,,,1.0,6.0,0.0,,2.0,1.0,,0.0,6.0,6.0,0.0,0.0,,5.0,1.0,0.0,4.0,,,2.0,2.0,,,0.0,,5.0,2.0,0.0,0.0,0.0,2.0,,,,9046
5.0,,5.0,3.0,2.0,,,3.0,,,,,,,,5.0,1.0,,,,,,,,,3.0,,1.0,,2.0,,,,,4.0,,,,3.0,,,5.0,1.0,1.0,3.0,,1.0,,,5.0,,1.0,,,1.0,5.0,5.0,1.0,,,0.0,,5.0,1.0,,,,,,,,,,2.0,5.0,5.0,,,,5.0,197177
,,,3.0,0.0,,,0.0,,,,2.0,,,,2.0,0.0,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,0.0,,5.0,,,2.0,2.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,2.0,,2.0,,2.0,,,149144
5.0,,,0.0,5.0,,,0.0,,,5.0,4.0,,,,3.0,3.0,,,2.0,,,,,5.0,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,5.0,,,,0.0,5.0,,3.0,0.0,,,5.0,,,5.0,4.0,,,,,,,,5.0,,,3.0,,,,229565
,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,0.0,,,,,0.0,,1.0,,3.0,,,1.0,,,1.0,,,0.0,,,,0.0,,,,,,,,,,,,1.0,,,1.0,6.0,,,295578
,,,1.0,0.0,,,0.0,,,1.0,,,,,,1.0,,,,0.0,4.0,,,0.0,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,0.0,,,4.0,1.0,,,,4.0,,,,,,,,0.0,6.0,1.0,,,,,327143
,,,1.0,0.0,,0.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,2.0,,,,,,,,,6.0,1.0,,,,,,,1.0,,,,0.0,,0.0,,,,,0.0,,,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,239137
,,,,5.0,,,5.0,,,,5.0,,,,5.0,5.0,,,,,,5.0,,,,,,,4.0,,,,,,,,,6.0,,,,,,,,,,,,4.0,5.0,,,5.0,,,5.0,,,,5.0,,,,5.0,5.0,,,,,,,5.0,,6.0,5.0,,,,114414
,,2.0,,3.0,,,0.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,3.0,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,6.0,,,3.0,,,,,,3.0,293552
,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,,,,5.0,,0.0,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,1.0,0.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,261762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165065
,,,0.0,0.0,,,1.0,,,,,,,,6.0,0.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,6.0,1.0,,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,1.0,,0.0,0.0,,,,171971
2.0,2.0,,2.0,2.0,,,3.0,,,2.0,2.0,,,,2.0,2.0,,,,,,,,3.0,,,2.0,,3.0,,,,,,,,,,,,2.0,,,,6.0,2.0,,,,2.0,2.0,,,2.0,,2.0,2.0,,,2.0,2.0,,,,,2.0,,,,,,5.0,2.0,,2.0,3.0,,,,289399
,,,,,,,,,,,,5.0,,,5.0,5.0,0.0,,,,,,,,,,5.0,,5.0,,,,5.0,,,,,,,,,,,,0.0,5.0,,,,,3.0,,,,3.0,,5.0,,,5.0,,,,5.0,5.0,,,,,,,,,,,,,,5.0,125356
,,,0.0,1.0,,4.0,1.0,,,,1.0,,,0.0,1.0,0.0,,0.0,5.0,,5.0,,,2.0,0.0,,3.0,4.0,0.0,,,1.0,,0.0,4.0,,,0.0,1.0,0.0,0.0,,,1.0,,1.0,1.0,0.0,,5.0,0.0,,4.0,3.0,4.0,,0.0,3.0,5.0,,1.0,5.0,,,,,,1.0,0.0,1.0,,1.0,1.0,0.0,2.0,2.0,,,0.0,190646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12377
,3.0,2.0,1.0,0.0,4.0,2.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,1.0,,,5.0,2.0,,,5.0,,3.0,3.0,2.0,,2.0,,2.0,,,,,,0.0,,0.0,,2.0,0.0,,5.0,,0.0,,0.0,,,,0.0,2.0,,,0.0,,5.0,0.0,0.0,,0.0,,0.0,,6.0,0.0,,,0.0,185434
,,,4.0,,,,0.0,,,,,,,,5.0,0.0,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,6.0,,,,,0.0,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,298830
,,2.0,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,3.0,,,,,,,,,3.0,,,,,,,175979
,,,6.0,6.0,,,0.0,,,,3.0,,,,6.0,6.0,6.0,,,,,,,,3.0,,3.0,,6.0,,,,,,6.0,,,,,,,6.0,,,,6.0,,,,,6.0,,,,6.0,,6.0,,,2.0,,,,2.0,3.0,,,,,,,6.0,3.0,,,,,,,162197
,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,129954
,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,4.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,0.0,4.0,,,,,,,,,,0.0,,1.0,,,,,,,42156
,,,0.0,0.0,,,1.0,,,,2.0,,1.0,,0.0,0.0,,5.0,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,4.0,5.0,2.0,1.0,4.0,1.0,,0.0,2.0,1.0,2.0,0.0,,,0.0,1.0,,,,5.0,,,,,,,,0.0,1.0,,2.0,2.0,,,152317
,,6.0,5.0,2.0,,5.0,2.0,,,,,,,,6.0,2.0,,5.0,,,,5.0,,2.0,0.0,,2.0,,5.0,,,,,,,,,6.0,,,,,,,,0.0,6.0,,,,2.0,,,2.0,2.0,,2.0,2.0,,,2.0,,,5.0,5.0,5.0,,,,,,,2.0,,,6.0,,0.0,5.0,261371
,,,,2.0,,,,,,,,,,,5.0,5.0,,,,5.0,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,134527
6.0,,,0.0,,,,6.0,,,,,,,,4.0,4.0,,,,,,,,,0.0,,6.0,,,,,,,,,,,,5.0,,,,,,,0.0,,,,,4.0,,4.0,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,184272
,,,0.0,0.0,,,3.0,,,,,,,,3.0,3.0,4.0,3.0,,,,,,,0.0,3.0,,,4.0,,,,,,4.0,,,,,,,0.0,0.0,1.0,,0.0,3.0,,,,3.0,,,,4.0,4.0,3.0,,,,3.0,,,,3.0,,4.0,,,,,,3.0,,3.0,3.0,,4.0,,151600
4.0,,4.0,1.0,1.0,2.0,2.0,0.0,4.0,,,5.0,0.0,,,1.0,1.0,,,,3.0,,,,3.0,,,1.0,,3.0,3.0,0.0,,,,0.0,,,,,,,,0.0,1.0,,3.0,1.0,1.0,,,2.0,2.0,,,,2.0,0.0,4.0,1.0,,2.0,,,5.0,5.0,,,,,,,,1.0,,2.0,,,,4.0,39527
,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,0.0,,0.0,1.0,,,,,,,,,,,,,,2.0,0.0,,,,,3.0,3.0,3.0,,,2.0,,0.0,,0.0,,5.0,,0.0,,,,,,,,1.0,,3.0,,,,,,,7938
,,,3.0,0.0,,,1.0,,,5.0,,,4.0,,4.0,0.0,,6.0,,4.0,,,3.0,1.0,,,0.0,,4.0,,,,,,,,,,,,,,5.0,,,6.0,,0.0,,0.0,4.0,,3.0,,,1.0,6.0,,,,,,,,0.0,,3.0,,,,,,2.0,,,,,,,59711
,,2.0,0.0,6.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,2.0,,0.0,3.0,,,,,,0.0,5.0,,,,,,,3.0,,,,,2.0,,,1.0,,,3.0,,,,73328
,,,1.0,1.0,,,2.0,,,,6.0,,,,2.0,2.0,,1.0,,,,,,,,,1.0,,0.0,6.0,6.0,,,,,,,,,,,,,,6.0,4.0,6.0,4.0,,,1.0,,,,,6.0,2.0,,,4.0,,6.0,,4.0,4.0,,,,,,,,1.0,,2.0,2.0,,,4.0,102993
,,1.0,0.0,4.0,,6.0,0.0,,,,,,,5.0,4.0,0.0,,,,,,,0.0,2.0,,,2.0,,1.0,,,3.0,,3.0,,,,2.0,,,4.0,,,,,,,0.0,,,5.0,,,,,,0.0,,,0.0,4.0,,,,,2.0,,0.0,0.0,2.0,6.0,,0.0,0.0,2.0,0.0,6.0,,0.0,197575
,,,3.0,,,6.0,0.0,,,,5.0,5.0,,,3.0,4.0,,,,,,,,,,,3.0,,0.0,,,,,,,,,,0.0,,,,,,,5.0,,,1.0,3.0,0.0,,5.0,,,,1.0,,,,,,,,,,,,5.0,,,0.0,,,,,,,,42406
,3.0,,0.0,3.0,,,0.0,,,,0.0,,,,0.0,0.0,,,5.0,,,,,,0.0,,3.0,,1.0,,,,,,,,,,3.0,2.0,,,1.0,0.0,,0.0,,5.0,,,0.0,,1.0,,,,0.0,,,,,,,,0.0,,,,1.0,1.0,,,,,6.0,0.0,,,,323306
,,3.0,3.0,1.0,,,3.0,,,,,,,,3.0,3.0,,,,,,,,5.0,0.0,,3.0,,3.0,,,,,,,,,,,,4.0,,6.0,,,3.0,,,,5.0,3.0,,,,,,3.0,,,,4.0,,,,3.0,6.0,,,5.0,6.0,,,3.0,,3.0,1.0,,,,319103
,,,1.0,0.0,,2.0,0.0,,,0.0,4.0,,,5.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,1.0,,,0.0,,,,5.0,1.0,,0.0,0.0,4.0,,5.0,0.0,,,4.0,0.0,4.0,0.0,,,4.0,1.0,,,,,4.0,,,5.0,,1.0,,0.0,,0.0,0.0,,,,31701
,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,6.0,,4.0,,,6.0,,,,,,,,,2.0,,,,,,,,,6.0,,,6.0,,,,,,2.0,,,,2.0,,,,,,,,6.0,,,,2.0,,6.0,,,,,131989
,2.0,0.0,6.0,1.0,,,0.0,,,6.0,,0.0,,,0.0,1.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,6.0,,,0.0,6.0,0.0,,0.0,,0.0,,,,,0.0,1.0,,,,,3.0,3.0,,,,,,,,,0.0,2.0,,1.0,3.0,,,71788
2.0,,1.0,2.0,,,1.0,2.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,1.0,1.0,,,,1.0,2.0,,,,,,,,1.0,,,2.0,,2.0,2.0,,,1.0,283236
3.0,,,0.0,0.0,,,3.0,,,,3.0,,,,3.0,3.0,,,3.0,,,3.0,,,0.0,5.0,3.0,,0.0,,,3.0,,,,,,,5.0,,3.0,,,,,0.0,,,,1.0,0.0,,,,,,0.0,,0.0,,0.0,,,3.0,,3.0,,,0.0,,,,3.0,,,,,,,193190
,,,,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,6.0,,,,,146687
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187749
,,1.0,3.0,1.0,,,2.0,,,,,,1.0,,4.0,0.0,,,,3.0,,3.0,,0.0,,,3.0,,1.0,,,0.0,,,2.0,2.0,,3.0,,,,,,2.0,0.0,,2.0,0.0,,,0.0,,,5.0,,,2.0,,,4.0,5.0,3.0,,,,,,,2.0,,2.0,,0.0,,2.0,3.0,,4.0,,223534
,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,0.0,,,,,,,,,,,,2.0,2.0,,,,,,,192753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273724
,1.0,2.0,1.0,1.0,0.0,3.0,0.0,,1.0,,1.0,,,3.0,0.0,0.0,,0.0,,,,,,,,,6.0,,0.0,,,,,1.0,,,,0.0,,6.0,0.0,,4.0,3.0,,0.0,1.0,3.0,,1.0,0.0,,,,5.0,2.0,0.0,,,0.0,0.0,1.0,,,1.0,1.0,1.0,5.0,,,0.0,,1.0,5.0,0.0,1.0,,,,61695
,1.0,,3.0,1.0,,,0.0,,,,4.0,,,,,1.0,,,,,,,,,,,,6.0,4.0,,,,,,,,,4.0,,,,,,,,1.0,1.0,,,,1.0,,,0.0,,1.0,1.0,,,4.0,,0.0,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,97282
,,,,6.0,,,,,,,,3.0,,,4.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,4.0,,,,,,,,5.0,,,,,3.0,,,,,,5.0,,0.0,,,,0.0,,3.0,,,,3.0,,,,,,,,,5.0,5.0,,,,29373
0.0,,0.0,,0.0,,3.0,0.0,,,,6.0,0.0,,,0.0,0.0,,3.0,,,,0.0,,0.0,6.0,,0.0,,3.0,0.0,,,,0.0,,,,,,4.0,4.0,,,,,0.0,,6.0,,3.0,0.0,,,,,,0.0,,0.0,3.0,0.0,,0.0,,0.0,6.0,3.0,6.0,3.0,1.0,,,0.0,6.0,5.0,,,,,278684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,224666
,,,6.0,,,,5.0,,,,,,,,1.0,0.0,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,1.0,,,,0.0,1.0,,,,4.0,0.0,0.0,,1.0,0.0,2.0,,,,,,,,,,,,0.0,,,1.0,,,,160067
,,,,5.0,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,,6.0,,3.0,,1.0,,,3.0,,0.0,,,,,,,,,,,,,5.0,5.0,6.0,,3.0,3.0,6.0,6.0,4.0,3.0,,,3.0,,,3.0,,5.0,,2.0,,5.0,,2.0,6.0,6.0,,,,,,3.0,6.0,5.0,3.0,1.0,,1.0,25437
,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,1.0,,1.0,,,3.0,,,,,2.0,,,,,,,,1.0,,,1.0,,,,315718
,,,,,,,,,,,,,,,0.0,1.0,,3.0,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,4.0,,,,,,,0.0,,,,,,,,,,,220878
,5.0,,2.0,1.0,,,0.0,,,6.0,,1.0,,,0.0,0.0,,,2.0,,,,,0.0,4.0,,0.0,,3.0,,,,,,,,,0.0,,,,,,,,0.0,2.0,,,2.0,0.0,,,2.0,0.0,3.0,0.0,2.0,2.0,,1.0,,,,,6.0,,,,,,,2.0,,1.0,6.0,,,1.0,285926
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,135127
,,2.0,1.0,0.0,,2.0,1.0,,3.0,,2.0,3.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,3.0,,,2.0,0.0,,1.0,0.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,338420
,,,0.0,6.0,,,1.0,0.0,,,,,,,6.0,6.0,,,,,,,,3.0,0.0,,6.0,,6.0,,,,,,0.0,,,,,,,,6.0,,,6.0,6.0,5.0,,6.0,6.0,,,,,,6.0,,,,,,,,,,,,,,,,6.0,,6.0,1.0,,,,38090
,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,298106
3.0,2.0,2.0,0.0,1.0,,,1.0,,2.0,,2.0,3.0,,,1.0,0.0,,,,,,,,,2.0,,1.0,,0.0,3.0,,,,,,,,4.0,,,,,0.0,,,1.0,3.0,,,,1.0,,3.0,,,,1.0,,,1.0,,,,,,,2.0,,,,,,2.0,,0.0,0.0,,1.0,0.0,278024
,,,2.0,1.0,,,0.0,,,,1.0,6.0,4.0,,1.0,0.0,,1.0,,2.0,,,,4.0,4.0,,1.0,5.0,1.0,,,,,,1.0,,,,,,,,,,6.0,5.0,4.0,,,2.0,1.0,,3.0,2.0,,4.0,0.0,,1.0,0.0,2.0,,,4.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,,,0.0,287662
3.0,4.0,,3.0,3.0,,4.0,3.0,,,,,,,,4.0,3.0,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,4.0,3.0,,3.0,,4.0,,3.0,,,,4.0,,,,,,,,3.0,,,,3.0,,3.0,3.0,,,,159803
,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,4.0,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,3.0,3.0,,1.0,,,,1.0,1.0,,5.0,,3.0,5.0,3.0,5.0,,,4.0,,,,,,,,,,,1.0,1.0,,3.0,,,,1.0,314174
0.0,0.0,2.0,2.0,0.0,,5.0,0.0,5.0,,,0.0,,,,4.0,0.0,,3.0,,,,4.0,,,2.0,4.0,0.0,0.0,1.0,,,,,,,,,3.0,,,4.0,3.0,,,,0.0,,,6.0,5.0,0.0,,,3.0,0.0,,0.0,,,,0.0,,6.0,4.0,,0.0,0.0,2.0,,,,,0.0,,4.0,5.0,,,,268581
,,,3.0,3.0,,5.0,3.0,,,,0.0,,,,3.0,1.0,,,,,,,,,,,,,1.0,5.0,6.0,,,,,,,,,,,,,6.0,,,3.0,,,2.0,1.0,,,,,1.0,1.0,,6.0,5.0,1.0,,6.0,,,3.0,,,6.0,2.0,,,1.0,,3.0,3.0,,,5.0,58196
2.0,,,0.0,0.0,,,2.0,,,,2.0,1.0,,,0.0,0.0,,,,,,,,2.0,,,0.0,,0.0,,,,,2.0,,,,2.0,,,1.0,,,2.0,,0.0,,,,,1.0,,,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,,,5.0,,3.0,,,,0.0,,2.0,0.0,,3.0,0.0,,,,214294
,6.0,,,4.0,,,0.0,,,5.0,,,,,0.0,2.0,,,,,,,,6.0,0.0,,4.0,,3.0,2.0,,,,,,,,,,,,,,,,0.0,,5.0,,,3.0,,,4.0,4.0,3.0,0.0,5.0,,6.0,3.0,,,,,,,,,,,,2.0,,3.0,,3.0,,,28042
,,,,0.0,,,6.0,,,,,,,,,4.0,,,,,,,,0.0,,,1.0,,0.0,,,,,,,,,,,,0.0,,,,,6.0,,,,0.0,6.0,,,,,,,,,0.0,,4.0,,,1.0,,,,,0.0,,,,,,,,,,304560
,,,1.0,4.0,,0.0,1.0,,,,,,,1.0,0.0,2.0,,0.0,,,,,,,0.0,,0.0,,1.0,,,,,,,,,5.0,0.0,,,,,6.0,0.0,4.0,5.0,,,,1.0,,,,1.0,4.0,0.0,,,,4.0,4.0,,,4.0,5.0,5.0,,1.0,,,,0.0,,0.0,4.0,,,5.0,71252
,,,0.0,2.0,,,1.0,,,,,,,,0.0,0.0,,1.0,,,,,,,5.0,,2.0,,1.0,,,,,,,,,,1.0,0.0,,,,,,,,,,0.0,1.0,,,,,,0.0,1.0,,6.0,0.0,,,,6.0,,,,,,3.0,,1.0,,,,,6.0,6.0,257464
,,,2.0,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,4.0,,,0.0,,,,6.0,,,,,,,,,6.0,,,,6.0,,0.0,,3.0,,0.0,,2.0,,,,0.0,,3.0,2.0,,6.0,,,,,,,,,,,,,,5.0,,,,,,,224041
4.0,,,2.0,4.0,,,2.0,,,,3.0,,,,2.0,1.0,,,,,,,,,0.0,,3.0,,0.0,,,,,,,,,,0.0,,6.0,,,,,,2.0,2.0,,1.0,2.0,,,,,,,0.0,,,1.0,0.0,,,,,,,,1.0,,,2.0,,1.0,2.0,,,,20314
,2.0,2.0,2.0,1.0,,,2.0,2.0,,,,,,,0.0,0.0,,,,0.0,,,,3.0,3.0,2.0,2.0,,1.0,,,1.0,,,,,,2.0,,,1.0,,,,,0.0,,2.0,,2.0,0.0,,1.0,,,,0.0,,,0.0,0.0,,2.0,,2.0,6.0,,,,,,,0.0,2.0,0.0,1.0,,4.0,1.0,140448
