uid,age_bucket,unknown_label
190788,18-24,0
274672,55-64,0
122189,55-64,1
319478,55-64,1
191752,45-54,0
129280,45-54,0
96090,na,0
20528,35-44,1
199062,35-44,0
312738,35-44,0
95565,25-34,0
142348,25-34,0
333664,55-64,1
279500,45-54,1
314831,45-54,0
28893,75-84,0
168156,35-44,0
53686,35-44,1
167775,65-74,0
178023,na,1
226607,55-64,0
99618,na,0
130790,18-24,1
27242,35-44,0
2714,35-44,1
193623,45-54,0
29689,35-44,0
164280,55-64,0
221966,55-64,1
224193,18-24,0
159783,45-54,0
66329,55-64,1
3531,45-54,0
277413,55-64,0
142286,45-54,0
307632,na,0
64927,25-34,0
26484,na,1
66125,55-64,0
31446,45-54,0
115740,25-34,1
301541,na,1
143013,55-64,1
276576,35-44,0
190242,45-54,0
112877,35-44,0
268768,25-34,0
201367,35-44,0
53585,35-44,0
45624,25-34,0
262154,55-64,0
281710,25-34,0
13303,35-44,1
169619,35-44,1
324125,na,0
334747,na,1
199763,55-64,0
197151,na,1
131560,25-34,0
19139,25-34,0
227649,25-34,0
308569,25-34,0
64282,35-44,1
91074,25-34,0
67783,35-44,0
223211,na,0
193217,na,0
279233,25-34,0
96315,35-44,0
114256,35-44,0
112878,85+,0
281724,45-54,1
43784,18-24,1
232664,18-24,0
124215,na,0
107287,45-54,0
9374,35-44,0
37053,55-64,0
11650,35-44,0
327433,na,0
286825,25-34,1
331169,25-34,0
31914,35-44,1
112196,55-64,1
307109,35-44,0
105439,45-54,0
55456,na,1
120837,35-44,0
70304,55-64,0
271218,18-24,1
128157,18-24,0
282674,25-34,0
120046,35-44,0
241257,35-44,1
284282,na,0
27812,45-54,0
199433,35-44,0
329758,45-54,0
266996,35-44,1
287526,45-54,0
320042,45-54,0
38950,45-54,1
254569,25-34,0
132646,25-34,0
105023,45-54,1
112901,45-54,1
150041,25-34,1
110404,35-44,1
4285,35-44,1
144656,75-84,1
76155,45-54,0
292790,45-54,0
290196,18-24,0
301126,45-54,0
151520,18-24,1
164374,35-44,0
137535,na,0
151452,55-64,0
9343,35-44,0
130131,65-74,1
182426,25-34,1
337643,45-54,0
25075,55-64,0
131581,45-54,0
197179,35-44,0
332564,45-54,0
238486,35-44,0
152020,35-44,0
310380,45-54,0
307142,25-34,0
132338,45-54,0
267652,45-54,0
85146,35-44,0
210320,45-54,0
185434,35-44,0
176753,25-34,1
98796,55-64,1
107384,25-34,0
80479,35-44,0
1710,25-34,0
94861,45-54,0
219931,na,0
296150,25-34,1
111198,na,1
13405,65-74,1
62194,55-64,0
87468,65-74,1
229769,45-54,1
258362,na,1
150733,35-44,0
280785,18-24,1
227834,45-54,0
12629,25-34,1
151364,35-44,0
78346,25-34,0
298188,45-54,1
313955,65-74,1
33227,na,0
26973,25-34,0
164714,45-54,1
297249,na,0
242398,35-44,0
83745,na,1
197518,45-54,0
25536,45-54,1
127273,45-54,0
283696,65-74,1
240805,45-54,0
189300,35-44,0
280504,35-44,0
160763,35-44,1
152542,35-44,1
37333,45-54,0
176639,18-24,1
150727,35-44,0
94620,25-34,0
146162,18-24,0
240915,25-34,0
306670,55-64,1
321201,na,0
328835,65-74,1
293910,55-64,0
105306,65-74,1
135024,18-24,0
244613,25-34,1
129724,25-34,1
239575,35-44,0
198351,na,0
221730,55-64,1
1628,na,0
193762,18-24,1
290332,25-34,0
229685,18-24,0
237213,na,0
232811,25-34,0
290373,45-54,1
241958,35-44,0
153596,35-44,0
250086,35-44,0
154588,65-74,1
196661,55-64,0
322943,na,1
270133,65-74,0
134527,35-44,0
289036,65-74,1
62596,25-34,1
292054,na,0
216999,25-34,0
32707,na,0
292136,35-44,0
290350,55-64,0
30976,25-34,0
336885,55-64,1
320703,45-54,0
324522,35-44,1
89189,65-74,0
197141,na,0
144010,18-24,0
196031,65-74,1
18772,25-34,1
210074,55-64,1
186998,na,1
107355,35-44,1
232619,na,0
12320,55-64,0
74748,na,0
288980,35-44,0
215539,45-54,0
236705,35-44,1
274994,na,1
190186,55-64,0
261529,25-34,0
247216,25-34,0
276864,45-54,0
27727,25-34,0
66572,45-54,1
237846,na,0
250313,45-54,0
207728,35-44,0
109066,45-54,0
40739,25-34,1
263523,55-64,1
145080,25-34,1
105024,na,1
21513,25-34,0
124149,35-44,1
43219,55-64,1
74859,35-44,1
98329,na,0
233050,55-64,1
13760,45-54,0
308626,25-34,0
325317,45-54,0
337104,na,0
284573,35-44,0
315769,na,1
152888,25-34,1
263198,45-54,0
314938,35-44,1
212483,45-54,0
127862,na,1
80564,75-84,1
146558,45-54,0
144560,55-64,0
193057,45-54,1
308959,45-54,0
71433,na,1
249672,25-34,1
71080,18-24,1
256275,25-34,0
46437,45-54,0
297474,35-44,0
163088,35-44,0
173120,na,0
272881,18-24,1
164264,na,0
92021,na,0
162092,25-34,0
313306,25-34,0
99580,45-54,0
154975,25-34,1
188383,55-64,1
187762,18-24,0
273127,na,1
197726,35-44,1
135538,35-44,1
320665,35-44,0
326130,na,0
42141,25-34,0
118951,na,0
111710,65-74,0
272635,45-54,0
178697,na,0
333229,55-64,0
277763,35-44,1
208509,65-74,1
87342,45-54,0
80269,45-54,0
118639,65-74,0
7827,35-44,0
281440,25-34,0
182756,25-34,1
26906,45-54,0
227734,35-44,1
232789,55-64,1
285647,25-34,0
231417,na,0
328980,55-64,0
135913,na,0
262306,55-64,1
193315,45-54,0
310795,na,0
155490,18-24,1
39512,45-54,1
196244,25-34,0
207079,25-34,1
313829,18-24,1
168119,45-54,1
62421,na,1
48237,55-64,0
99944,na,1
289290,na,0
268540,25-34,0
205115,45-54,0
148839,na,1
64427,45-54,1
70331,25-34,1
170382,na,1
173023,55-64,0
83278,35-44,0
307405,35-44,1
146670,35-44,1
53604,na,0
204875,45-54,0
77087,45-54,0
117829,18-24,1
227549,na,0
192015,na,0
107421,25-34,0
215907,65-74,1
285416,55-64,0
278311,65-74,0
228553,55-64,0
298271,na,1
273495,18-24,0
87507,na,0
175003,na,0
72770,35-44,0
271089,25-34,1
165993,65-74,0
16284,35-44,1
132804,55-64,0
164233,75-84,1
317917,35-44,0
20860,25-34,0
165004,na,0
234934,25-34,1
28440,45-54,0
191585,na,0
44358,35-44,0
78302,18-24,0
299528,45-54,0
96232,na,0
160928,na,0
333510,25-34,0
134199,na,0
145652,45-54,1
38363,75-84,1
194085,55-64,0
85859,45-54,0
79373,55-64,1
232293,35-44,0
16806,35-44,0
181510,na,0
305659,25-34,1
29068,na,0
279621,25-34,0
235332,55-64,0
35899,25-34,0
7440,18-24,1
59914,25-34,0
148275,25-34,0
161674,45-54,0
124044,25-34,0
287325,18-24,0
68685,65-74,0
312536,35-44,0
106859,45-54,0
336196,25-34,0
248531,na,1
237175,25-34,0
19430,25-34,0
302788,18-24,0
285205,55-64,1
258262,45-54,1
322592,25-34,1
233876,25-34,1
164350,25-34,0
273149,na,0
286532,35-44,0
7795,25-34,1
196461,25-34,0
150341,45-54,0
289218,35-44,0
286387,25-34,1
215610,45-54,1
169888,45-54,1
42989,na,0
245733,35-44,0
270780,35-44,1
78477,na,0
298636,25-34,0
183377,35-44,0
24690,25-34,1
322424,65-74,0
261865,25-34,1
253654,na,1
222797,45-54,0
79827,na,0
195079,35-44,1
138825,18-24,0
163323,na,0
25282,45-54,0
239164,85+,0
121768,25-34,0
56346,25-34,0
78288,55-64,0
167635,18-24,1
32543,45-54,0
94804,55-64,0
82800,45-54,0
310293,na,0
144864,25-34,1
53783,25-34,0
198701,na,0
337301,na,0
327771,65-74,0
330530,25-34,0
152799,55-64,0
66620,na,0
140453,75-84,1
226118,55-64,0
231588,55-64,0
171645,35-44,1
46781,na,0
222608,na,1
312382,35-44,0
205631,35-44,0
276117,55-64,0
3482,na,0
192955,35-44,0
229277,25-34,0
256566,45-54,0
205596,25-34,0
205810,na,0
269566,25-34,0
54196,18-24,1
210421,45-54,0
67947,55-64,1
302337,45-54,0
187192,35-44,0
162815,45-54,0
91352,35-44,1
24206,25-34,0
122444,na,1
69237,55-64,0
306307,35-44,1
54376,na,1
71801,45-54,1
291159,55-64,0
236228,25-34,0
76899,na,0
98220,35-44,0
139088,45-54,1
177433,na,0
20140,25-34,1
130022,45-54,1
260259,25-34,1
186979,na,0
252067,45-54,0
307208,na,0
74839,45-54,0
153823,25-34,0
134519,25-34,0
56203,na,1
194251,na,0
317904,25-34,1
68327,45-54,1
263775,55-64,0
84977,25-34,0
74431,55-64,0
169598,35-44,0
76711,18-24,0
275095,na,0
10705,35-44,0
113464,45-54,1
325647,45-54,0
290642,25-34,0
123296,45-54,0
330603,35-44,0
291980,18-24,1
3802,45-54,0
44937,na,0
53545,na,0
233694,45-54,1
2275,35-44,1
302816,35-44,0
167387,45-54,1
45649,25-34,0
183564,45-54,1
172701,45-54,0
96274,na,1
151182,45-54,0
256402,45-54,0
78215,55-64,0
313916,45-54,0
162574,na,0
149559,45-54,0
215714,na,1
29118,25-34,1
28632,55-64,0
36659,35-44,1
108196,55-64,0
161128,25-34,0
87677,45-54,1
3355,na,1
250248,55-64,0
232941,18-24,0
221076,18-24,1
1871,25-34,0
14334,na,0
5961,25-34,1
210063,na,1
212296,na,0
96940,na,0
272882,45-54,0
69246,na,0
273626,45-54,0
295456,35-44,0
280099,25-34,1
100799,25-34,0
68527,25-34,1
302655,25-34,0
337790,35-44,0
107102,75-84,1
178135,35-44,1
134190,25-34,1
271676,25-34,0
308513,na,0
306824,35-44,0
1386,65-74,0
63099,45-54,0
331005,na,1
192729,25-34,1
176987,55-64,1
41212,25-34,0
102551,35-44,0
64290,55-64,1
287088,na,0
2464,55-64,1
221929,na,0
214709,na,0
84821,65-74,1
71655,25-34,1
53028,18-24,1
233357,35-44,0
111183,na,0
144934,25-34,1
290797,na,1
17365,35-44,0
51895,55-64,0
121208,25-34,1
261248,55-64,0
162874,18-24,0
191199,25-34,1
129185,na,1
123813,na,0
115719,na,0
21961,45-54,0
49076,na,0
280245,45-54,1
164608,18-24,0
168958,na,1
132417,na,0
294896,45-54,0
65598,35-44,1
212824,18-24,0
78986,55-64,0
211163,45-54,1
222198,45-54,0
273063,35-44,0
276126,25-34,1
194145,65-74,1
216684,35-44,0
173099,35-44,1
65054,55-64,0
134055,18-24,1
228021,55-64,0
161374,55-64,1
292723,na,0
142732,35-44,1
125774,18-24,1
267442,55-64,0
250588,na,0
46982,45-54,0
14486,35-44,1
226216,45-54,0
155505,45-54,0
170615,35-44,0
183973,na,0
20092,25-34,0
323936,35-44,0
196280,35-44,0
151291,na,0
139541,25-34,0
232132,25-34,0
159722,45-54,0
267102,25-34,1
315690,na,1
68235,55-64,1
190276,35-44,0
145657,75-84,1
193337,35-44,1
228916,18-24,1
66170,45-54,0
119,45-54,0
192455,45-54,0
237333,na,0
296162,25-34,0
204330,25-34,0
79843,85+,0
286661,na,1
306904,45-54,0
234454,25-34,0
5980,45-54,0
35822,55-64,1
153574,45-54,1
95725,35-44,0
254545,na,1
320698,25-34,0
337253,25-34,0
230353,55-64,0
132921,na,1
199579,25-34,0
48294,35-44,0
199441,35-44,1
58582,55-64,0
79298,na,0
173517,45-54,0
328165,25-34,0
3463,18-24,0
183372,55-64,0
310192,35-44,0
71872,na,1
1267,18-24,1
243240,45-54,1
232983,na,0
241857,25-34,1
277769,35-44,0
26360,25-34,1
30364,na,0
154496,25-34,0
84933,35-44,0
146471,65-74,1
78286,25-34,1
213914,35-44,0
31431,35-44,0
1998,75-84,1
221435,45-54,0
331750,25-34,1
10582,55-64,1
172233,65-74,1
50913,25-34,0
205233,35-44,0
229449,35-44,0
239411,55-64,1
147357,25-34,0
241999,25-34,1
111546,35-44,0
19269,35-44,0
86758,45-54,0
240774,35-44,0
286886,45-54,0
104994,35-44,0
331127,35-44,0
339633,55-64,1
120124,45-54,0
154992,25-34,1
293430,na,1
215101,na,0
130905,25-34,0
46266,45-54,1
1463,35-44,0
270588,55-64,1
149022,35-44,0
278476,25-34,0
319594,25-34,0
271149,na,1
167628,45-54,0
18351,25-34,0
289554,35-44,1
188268,55-64,0
66541,55-64,1
25474,45-54,1
207849,18-24,0
13076,25-34,0
237950,55-64,1
261120,35-44,0
9729,45-54,0
49822,65-74,1
265491,55-64,0
192328,45-54,0
287762,45-54,0
57460,25-34,1
194524,45-54,0
96292,45-54,1
128883,18-24,1
86044,na,1
154639,na,0
127969,na,0
120566,35-44,1
246318,45-54,1
313575,45-54,0
175422,45-54,0
293102,na,0
121712,25-34,1
71108,35-44,0
139466,na,0
100181,na,1
3983,35-44,0
321640,35-44,0
123796,45-54,1
75957,25-34,0
288285,na,1
242376,na,1
10444,45-54,1
219802,45-54,1
97891,55-64,0
132169,55-64,0
274711,25-34,0
274944,25-34,0
254826,55-64,1
202964,18-24,1
205809,35-44,0
76153,35-44,0
37172,45-54,1
110013,na,0
24976,55-64,1
33319,na,0
323577,55-64,1
82596,45-54,1
295222,45-54,0
15681,35-44,0
23780,na,1
219970,na,0
169441,45-54,0
98575,35-44,1
10586,35-44,0
292902,25-34,0
271590,55-64,0
311387,55-64,0
83305,55-64,0
122239,65-74,1
66091,18-24,1
119473,45-54,1
94786,18-24,1
75007,na,0
230809,35-44,1
290546,18-24,1
298590,35-44,1
75911,na,0
54776,55-64,0
238217,55-64,1
139238,55-64,0
195534,25-34,1
77972,18-24,1
271686,35-44,1
139860,35-44,0
144973,85+,1
327988,25-34,0
247627,55-64,0
38205,25-34,0
159262,45-54,0
279887,75-84,1
38169,35-44,0
68304,na,0
262926,25-34,1
293374,na,1
30503,18-24,1
232010,25-34,1
244469,35-44,1
314203,45-54,0
238732,na,0
200202,45-54,1
149053,na,0
46997,na,1
159803,18-24,1
90586,na,0
28517,35-44,0
70299,na,0
62748,25-34,1
297536,25-34,1
314500,35-44,1
298090,18-24,0
154308,45-54,0
177481,na,1
1229,45-54,0
107888,na,1
130491,35-44,0
298331,na,0
131582,45-54,0
21163,35-44,0
297194,65-74,0
221585,25-34,1
31148,45-54,0
88248,55-64,1
278856,25-34,0
266386,25-34,0
313117,na,0
155595,55-64,0
316432,35-44,0
273876,25-34,0
152331,na,0
102036,45-54,0
137651,45-54,0
42776,65-74,1
213452,65-74,0
321528,55-64,1
98170,25-34,0
184540,25-34,0
249018,45-54,1
298172,18-24,1
8218,18-24,1
261137,na,0
42427,na,0
153935,45-54,1
282231,55-64,0
107279,25-34,0
204112,18-24,1
162845,45-54,1
319671,45-54,1
117730,35-44,1
194984,18-24,0
182905,45-54,0
42644,35-44,0
328673,25-34,1
241758,18-24,1
253772,na,0
132644,45-54,0
32500,na,0
325965,18-24,0
265612,45-54,0
119027,18-24,1
298211,na,1
79248,na,0
336758,na,0
270882,na,0
70833,65-74,1
167801,45-54,0
168716,25-34,1
262869,45-54,1
267906,18-24,0
167057,35-44,1
72675,25-34,0
207399,35-44,0
68428,55-64,0
308813,35-44,0
335653,na,0
190900,18-24,1
257056,35-44,0
144505,35-44,0
280881,65-74,0
125569,55-64,0
136058,45-54,0
253799,35-44,1
56403,25-34,1
42370,25-34,1
120799,35-44,1
217763,45-54,0
276604,18-24,0
275349,18-24,0
284906,55-64,1
45781,25-34,1
229810,35-44,0
131171,25-34,1
232515,na,1
303905,25-34,0
282715,na,0
19102,35-44,0
142492,25-34,1
174746,45-54,1
283325,35-44,0
165524,45-54,0
164839,45-54,0
98189,45-54,0
5948,18-24,1
279862,na,0
5018,na,1
48917,55-64,0
214176,45-54,0
214562,35-44,0
140054,45-54,0
164732,na,0
141578,45-54,0
14218,45-54,1
8080,na,0
141931,25-34,1
32942,35-44,1
39749,na,0
172355,35-44,0
314707,35-44,0
117833,55-64,1
267857,55-64,0
75661,45-54,0
10621,na,0
53779,35-44,1
232731,45-54,1
94937,35-44,0
205802,55-64,0
35483,18-24,1
331897,25-34,0
85619,55-64,0
277278,55-64,1
245398,45-54,0
222650,45-54,0
77678,na,1
82497,35-44,1
32859,45-54,0
103695,35-44,1
86261,45-54,0
66349,65-74,0
22072,25-34,1
44138,25-34,1
102392,55-64,0
79074,45-54,0
278715,35-44,0
247624,25-34,1
77606,35-44,1
317886,55-64,0
117282,65-74,1
160485,45-54,0
145583,45-54,0
193040,25-34,1
52505,25-34,0
29408,45-54,0
84707,55-64,1
51340,25-34,0
125151,25-34,1
335083,35-44,0
322354,45-54,0
23044,55-64,1
143426,25-34,0
310626,45-54,0
228333,45-54,1
156388,18-24,1
192106,25-34,1
262883,18-24,0
132144,45-54,0
172109,35-44,0
76012,25-34,0
328563,35-44,0
139922,na,0
161140,na,0
196741,55-64,1
110006,35-44,0
75749,65-74,1
246665,45-54,0
200087,35-44,0
122849,18-24,0
22346,na,0
194215,45-54,1
196203,25-34,0
241345,25-34,0
306250,na,1
297408,55-64,0
188973,45-54,0
314334,35-44,0
14110,na,1
160186,na,0
44920,55-64,0
269808,35-44,1
72041,65-74,1
227188,25-34,1
198087,55-64,0
209636,25-34,1
70477,25-34,1
331790,18-24,0
151484,18-24,1
59411,na,1
86538,45-54,1
192605,na,1
296215,45-54,0
100651,na,1
43486,55-64,1
179784,na,0
188121,25-34,1
157712,45-54,0
295353,55-64,0
281011,45-54,0
78654,25-34,1
37468,45-54,0
47769,35-44,0
19761,45-54,0
156966,na,0
84548,45-54,0
249100,na,1
6633,65-74,0
260087,25-34,0
187500,na,0
257424,na,1
156120,25-34,0
178694,na,0
287662,35-44,0
69757,na,1
215441,35-44,0
45584,25-34,0
293311,25-34,0
59283,25-34,0
237802,45-54,0
190291,na,0
319777,35-44,0
20475,25-34,0
217656,45-54,1
281052,na,1
46328,18-24,0
325083,45-54,0
216202,45-54,0
252290,45-54,0
35234,na,0
70121,45-54,0
11015,na,0
116688,18-24,0
13419,55-64,1
46777,55-64,0
165164,45-54,1
326926,35-44,0
131759,35-44,1
16387,na,0
200692,45-54,0
211192,na,0
244178,55-64,0
63643,25-34,0
126789,45-54,1
212771,45-54,1
126338,65-74,1
81886,na,0
319406,25-34,1
197702,35-44,1
103572,25-34,0
69201,na,0
338778,45-54,0
127017,35-44,0
91024,55-64,1
159490,na,0
323887,35-44,1
158696,35-44,1
24894,35-44,0
316364,45-54,1
297259,65-74,1
131605,25-34,0
176542,25-34,1
66388,25-34,0
179721,35-44,0
126098,na,0
296130,18-24,1
87827,55-64,0
52489,na,0
270362,na,1
114508,45-54,0
69824,35-44,0
83369,18-24,1
234644,55-64,0
203379,65-74,1
204534,na,0
259654,25-34,0
24799,35-44,0
228883,18-24,1
117988,na,0
247336,25-34,1
291700,45-54,1
47011,65-74,1
190213,25-34,0
135657,55-64,0
259462,na,0
50378,45-54,1
90333,35-44,1
256753,25-34,1
236646,45-54,0
197212,45-54,1
275657,45-54,0
215912,18-24,1
267081,na,1
696,25-34,1
164872,35-44,1
58107,35-44,0
5258,35-44,0
15614,25-34,0
9010,na,0
35008,55-64,0
127707,65-74,1
117965,na,1
214604,45-54,0
37447,25-34,0
28014,na,1
288608,55-64,0
174562,35-44,0
12563,25-34,0
268752,25-34,1
19266,45-54,1
87721,65-74,1
150382,35-44,1
203274,45-54,0
158266,na,0
140848,na,1
218527,45-54,1
49071,25-34,0
207420,55-64,1
269113,na,0
3678,45-54,0
22278,35-44,0
233145,35-44,0
322395,25-34,0
247288,na,1
251013,na,0
232199,18-24,0
324848,45-54,0
144847,55-64,0
194701,45-54,0
32168,25-34,0
65865,45-54,0
267308,35-44,0
73143,45-54,0
196700,35-44,1
110840,na,1
171538,55-64,1
225767,25-34,1
156541,45-54,0
157104,35-44,1
260471,25-34,1
65128,25-34,1
121109,45-54,1
130439,55-64,0
339322,45-54,1
260905,25-34,0
285367,55-64,0
298183,35-44,0
243219,55-64,0
60733,25-34,0
182387,45-54,0
20539,65-74,0
31041,na,1
256251,65-74,1
128433,25-34,1
276135,na,0
237848,55-64,0
163517,na,1
33444,25-34,1
170066,na,0
120411,25-34,0
76932,35-44,0
280987,na,0
77893,55-64,1
228770,65-74,0
36251,25-34,0
234779,35-44,0
136757,35-44,0
23931,55-64,1
26198,25-34,1
2940,35-44,1
99895,55-64,0
300965,18-24,0
204604,18-24,1
255780,na,0
69268,35-44,1
161260,35-44,0
31964,25-34,0
174924,25-34,1
328273,45-54,1
168692,18-24,0
245270,25-34,0
64354,35-44,0
212825,35-44,0
133274,na,0
167321,na,1
73084,55-64,0
161425,35-44,1
339040,45-54,0
326240,na,0
296269,45-54,1
3690,65-74,1
171326,35-44,0
338475,25-34,0
224754,25-34,0
143626,45-54,0
138763,35-44,0
173017,75-84,1
185544,25-34,1
73327,45-54,0
99056,45-54,0
338828,65-74,1
165194,55-64,0
86177,45-54,1
260040,45-54,0
284319,55-64,0
234035,35-44,1
62730,45-54,0
158241,18-24,1
313426,45-54,0
133477,25-34,0
337346,55-64,1
45331,na,0
185048,na,0
13009,45-54,0
125467,na,0
209468,na,0
268634,25-34,1
201531,35-44,1
164167,na,1
98839,55-64,1
198452,25-34,1
126727,35-44,0
162248,25-34,0
163786,45-54,0
8531,na,1
45027,25-34,1
194071,45-54,1
231725,55-64,0
52485,na,1
122787,na,1
334150,35-44,0
204631,18-24,1
285840,55-64,0
19334,65-74,0
279957,na,1
9023,25-34,1
215037,na,1
2261,55-64,1
79901,25-34,0
278767,55-64,0
124643,55-64,1
24168,25-34,1
25195,65-74,1
218030,45-54,0
175030,55-64,0
61786,55-64,0
281068,65-74,1
17275,65-74,0
146937,na,0
129835,55-64,1
60360,45-54,1
20228,45-54,0
72356,18-24,1
312652,35-44,1
298049,55-64,1
63131,18-24,0
328110,45-54,0
19219,na,0
128042,18-24,0
55529,55-64,1
271717,25-34,0
120987,25-34,0
277570,18-24,0
148838,55-64,0
304208,35-44,0
181099,18-24,0
292413,25-34,0
286523,55-64,0
132973,35-44,0
75605,55-64,0
102568,25-34,1
91489,na,0
281251,35-44,0
135981,35-44,0
25437,35-44,0
216396,25-34,1
175914,55-64,1
293434,45-54,0
279367,na,1
89967,na,0
73774,55-64,0
185273,55-64,1
271160,35-44,0
133033,45-54,0
81487,18-24,1
79482,18-24,0
3109,25-34,0
312984,55-64,1
59683,35-44,0
14892,45-54,0
66040,25-34,1
277668,na,1
323616,25-34,0
274757,25-34,1
200462,35-44,0
181517,35-44,0
39769,35-44,0
266765,35-44,0
90014,18-24,0
332025,18-24,1
50299,18-24,0
118459,25-34,0
83870,25-34,1
291864,na,0
250478,35-44,1
122348,35-44,0
266778,na,0
182059,25-34,0
320979,45-54,0
109708,35-44,0
201637,18-24,1
92817,25-34,1
323972,35-44,0
47057,18-24,1
164902,18-24,1
60270,18-24,0
271660,na,1
236871,25-34,1
222874,na,0
308998,45-54,0
84255,na,1
45960,45-54,0
149042,45-54,1
288826,55-64,1
159761,35-44,1
249972,45-54,0
201958,55-64,0
168681,55-64,1
158092,35-44,0
261401,65-74,0
32945,35-44,0
190096,45-54,0
77534,na,0
157306,45-54,0
250818,35-44,1
25746,35-44,0
211543,18-24,0
207546,na,1
289585,25-34,0
281969,na,0
248081,45-54,0
119037,55-64,0
139784,35-44,0
248456,55-64,0
92176,35-44,0
276080,45-54,0
166158,na,1
218429,45-54,0
53922,na,1
154570,18-24,0
21704,na,0
78841,55-64,0
337509,35-44,1
137831,18-24,1
80088,na,1
329191,55-64,1
34427,18-24,1
261031,55-64,1
112944,45-54,0
227041,35-44,1
74777,35-44,0
252260,25-34,1
194491,55-64,0
104249,35-44,0
237489,35-44,0
237553,65-74,0
226072,18-24,0
143904,55-64,0
211187,55-64,0
186198,25-34,1
237000,45-54,0
133437,na,0
284147,55-64,0
40603,55-64,0
90724,35-44,0
168635,35-44,0
239034,55-64,1
173865,na,1
92520,25-34,0
106556,45-54,0
141878,55-64,1
142013,55-64,0
210089,35-44,1
90960,25-34,0
314186,na,1
305716,18-24,0
122204,na,1
262896,25-34,1
317618,45-54,0
78071,55-64,0
8264,25-34,0
334816,55-64,0
263441,na,1
221919,55-64,0
217385,25-34,1
106505,na,0
333313,25-34,0
278464,45-54,0
307218,35-44,0
169104,35-44,0
198970,25-34,0
329417,25-34,0
185183,55-64,1
18092,18-24,0
53565,45-54,0
266496,na,0
186989,35-44,0
170707,25-34,0
338460,na,1
189889,55-64,0
290766,na,0
205388,45-54,0
116381,35-44,0
274408,25-34,0
143650,na,0
94769,18-24,1
307121,35-44,0
243937,25-34,0
199411,35-44,0
309853,18-24,0
235235,45-54,0
155996,45-54,0
122080,25-34,0
322762,25-34,0
321483,na,0
338979,35-44,0
270305,na,1
120887,55-64,0
251060,25-34,1
188085,na,0
130945,25-34,1
247406,25-34,1
302056,25-34,0
183739,18-24,1
279590,55-64,0
51933,25-34,0
183352,na,0
56719,25-34,0
319386,35-44,0
254631,na,0
104857,35-44,1
209263,25-34,1
192488,35-44,1
109220,35-44,0
242459,65-74,1
5154,18-24,1
235207,35-44,0
95042,55-64,0
286391,18-24,1
97220,45-54,0
332880,55-64,1
249599,na,0
100362,na,1
306206,25-34,1
285856,25-34,0
80518,na,0
26067,45-54,0
20115,na,0
253479,35-44,1
328626,25-34,0
94747,25-34,0
10418,25-34,0
168973,55-64,0
37572,na,1
204928,35-44,0
300254,25-34,1
63932,na,0
80938,25-34,1
296297,45-54,0
220799,45-54,0
247401,35-44,1
125618,na,0
262638,25-34,1
218781,18-24,1
318204,25-34,1
302873,na,0
15455,45-54,1
252738,55-64,1
218506,na,0
48735,65-74,0
332587,35-44,1
87434,na,1
133941,25-34,0
237588,25-34,0
275704,25-34,0
31793,25-34,0
250747,45-54,0
67747,na,1
47247,65-74,1
163473,55-64,1
176706,na,0
277511,55-64,1
18873,na,0
133028,25-34,1
207701,na,1
276001,18-24,0
42480,18-24,0
57350,35-44,0
314719,na,0
71420,35-44,0
16166,na,0
329867,35-44,1
173092,35-44,0
94826,45-54,0
64177,35-44,0
254476,35-44,0
284568,na,0
107784,35-44,1
147811,25-34,0
29353,25-34,1
130876,35-44,1
110937,45-54,1
157329,25-34,1
173762,35-44,0
232632,na,0
304653,45-54,1
136171,35-44,1
181948,25-34,0
253372,45-54,1
224860,na,1
81592,55-64,1
111610,na,0
189916,25-34,0
182633,na,1
210331,na,0
77587,18-24,1
314321,25-34,0
247058,na,0
112487,25-34,1
303731,18-24,1
190557,18-24,1
248330,na,1
74520,55-64,0
93338,35-44,0
228055,na,0
272791,na,0
200934,25-34,1
95796,65-74,0
160123,65-74,1
82880,25-34,1
298652,55-64,0
88398,na,0
176438,35-44,0
7738,55-64,0
235531,na,1
59397,35-44,0
41486,45-54,0
335434,45-54,1
198897,25-34,0
179992,25-34,0
118388,25-34,1
141930,na,1
230884,25-34,0
108852,45-54,0
37192,35-44,0
74630,35-44,0
8473,35-44,1
29279,35-44,1
334444,na,0
204778,45-54,0
4058,25-34,1
48140,55-64,1
80647,na,0
306079,45-54,0
321530,45-54,0
333427,45-54,0
135116,55-64,0
206328,25-34,0
272389,35-44,0
239028,na,0
271241,45-54,1
321216,35-44,0
183048,18-24,1
195543,25-34,0
120422,25-34,0
180278,25-34,1
326017,55-64,0
42187,18-24,1
321947,na,0
111392,35-44,0
102570,25-34,1
246870,35-44,1
101481,45-54,0
324263,45-54,0
46334,45-54,1
182736,18-24,1
22271,45-54,1
184050,55-64,0
116729,na,0
202174,na,0
35938,65-74,0
299496,25-34,1
269505,35-44,0
255497,18-24,1
75693,na,1
56339,25-34,1
335555,35-44,0
92320,45-54,0
33907,25-34,0
144598,35-44,0
202125,35-44,0
174434,na,1
310690,35-44,0
150130,na,0
136990,45-54,1
188823,55-64,0
244041,na,1
275516,na,0
167465,na,1
80642,na,1
163999,55-64,1
84053,25-34,1
187852,45-54,1
260482,na,0
235102,35-44,1
165872,18-24,0
154265,35-44,0
42156,na,0
230258,45-54,1
151817,35-44,0
279398,45-54,1
13420,65-74,0
238326,45-54,0
129846,na,0
80764,18-24,1
