uid,movement_activity_0,movement_activity_1,movement_activity_2,movement_activity_3,movement_activity_4,movement_activity_5,movement_activity_6,movement_activity_7,movement_activity_8,stationarity_0,stationarity_1,stationarity_2,movement_activity_9,movement_activity_10,movement_activity_11,movement_activity_12,movement_activity_13,movement_activity_14,movement_activity_15,movement_activity_16,movement_activity_17,movement_activity_18,movement_activity_19,movement_activity_20,movement_activity_21,movement_activity_22
271160,3.0,9.0,83.0,945680.738017,1068240.0,6143.0,67.0,1434.09208843,5186.0,9929.0,3866.0,45188.0,16.0,9.0,57.0,24.0,7574.0,11.0,11.0,4.0,18.0,16.0,6.0,31.0,1206.0,84.0
133033,4.0,7.0,82.0,507501.508911,554275.0,1937.0,72.0,0.0,1800.0,12027.0,4429.8,64802.2,28.0,17.0,54.0,20.0,2223.5,12.0,6.0,4.0,13.0,18.0,16.0,31.0,1169.0,83.0
81487,2.0,3.0,23.0,110439.036877,205380.0,3278.0,17.0,2720.78084625,3257.0,85968.5,10126.0,211022.0,6.0,5.0,12.0,14.0,3358.5,3.0,3.0,1.0,4.0,2.0,2.0,31.0,164.0,24.0
79482,0.0,11.0,60.0,400703.154053,209498.0,1800.0,54.0,4936.38757346,1800.0,31500.0,4869.4,89212.2,19.0,12.0,44.0,19.0,1800.0,4.0,0.0,12.0,12.0,13.0,10.0,31.0,173.0,61.0
3109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7008.0,7008.0,7008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
312984,0.0,4.0,70.0,804501.877013,610196.0,4577.5,60.0,4434.56486951,3238.5,14350.0,5971.6,60934.6,14.0,5.0,39.0,19.0,4470.0,12.0,0.0,3.0,17.0,16.0,7.0,31.0,454.0,71.0
59683,0.0,8.0,86.0,1410004.35735,495739.0,3431.0,77.0,5844.05952822,2700.0,10981.0,3747.4,55063.4,28.0,14.0,64.0,22.0,2701.0,8.0,1.0,3.0,24.0,24.0,12.0,31.0,686.0,87.0
14892,0.0,11.0,79.0,1452754.99377,1142841.0,3297.0,74.0,5040.70064609,3131.5,11244.0,4703.7,48737.9,13.0,5.0,50.0,23.0,4111.5,14.0,3.0,3.0,25.0,18.0,5.0,24.0,1350.0,80.0
66040,2.0,8.0,91.0,436317.465763,685061.0,4373.0,86.0,2846.92370688,4046.0,18874.5,4285.9,44178.5,8.0,4.0,62.0,21.0,4436.5,30.0,6.0,2.0,25.0,13.0,3.0,30.0,1389.0,92.0
277668,0.0,0.0,5.0,3859.59814282,243021.0,23634.0,3.0,483.898081772,97560.0,509721.5,40284.0,601384.0,2.0,2.0,3.0,7.0,7200.0,1.0,0.0,0.0,0.0,1.0,1.0,29.0,2.0,6.0
323616,2.0,5.0,33.0,141567.865335,143315.0,1222.0,30.0,2159.40547544,1053.5,53188.5,4675.5,163038.0,11.0,7.0,24.0,18.0,1419.0,6.0,2.0,0.0,4.0,9.0,7.0,31.0,140.0,34.0
274757,1.0,1.0,54.0,553405.461099,224160.0,1800.0,51.0,13000.9842119,1992.0,32400.0,7953.6,73825.2,11.0,3.0,49.0,21.0,1754.0,5.0,1.0,20.0,0.0,20.0,1.0,31.0,219.0,55.0
200462,0.0,1.0,5.0,24.7108485488,331168.0,7200.0,3.0,0.0,88200.0,414917.0,93207.0,600895.0,2.0,2.0,4.0,8.0,6146.5,0.0,1.0,0.0,1.0,0.0,1.0,30.0,9.0,6.0
181517,3.0,4.0,96.0,698755.835359,1329016.0,9096.0,78.0,2680.58443624,6528.0,9643.0,4456.8,29712.6,14.0,7.0,64.0,24.0,8081.5,19.0,12.0,7.0,18.0,12.0,3.0,31.0,2176.0,97.0
39769,1.0,5.0,62.0,194079.00005,382523.0,3610.5,54.0,1645.79610927,3523.0,14309.0,4882.6,97983.4,18.0,9.0,40.0,19.0,4572.0,13.0,5.0,3.0,11.0,14.0,5.0,31.0,482.0,63.0
266765,0.0,4.0,73.0,488913.121965,724576.0,6988.0,67.0,9425.46464381,6988.0,19204.5,4184.0,49280.5,9.0,5.0,52.0,21.0,6500.5,19.0,3.0,2.0,24.0,7.0,4.0,31.0,334.0,74.0
90014,0.0,5.0,96.0,1712016.90571,805896.0,4842.0,82.0,5684.2335004,4491.0,7699.0,3924.4,47606.4,25.0,10.0,67.0,22.0,4500.0,21.0,2.0,15.0,12.0,18.0,10.0,31.0,1717.0,97.0
332025,6.0,14.0,92.0,944501.230049,425642.0,2159.0,83.0,8904.82331048,1861.0,19074.0,5053.6,51700.2,19.0,13.0,57.0,22.0,2093.0,26.0,14.0,2.0,16.0,14.0,10.0,31.0,711.0,93.0
50299,1.0,4.0,32.0,78345.0286708,294299.0,1581.5,29.0,2632.4042305,890.0,34271.0,4621.6,307536.2,9.0,4.0,20.0,14.0,3256.5,5.0,2.0,2.0,2.0,10.0,6.0,31.0,199.0,33.0
118459,0.0,2.0,19.0,637527.249681,181363.0,2570.0,14.0,1110.76337255,1267.0,64817.0,3693.2,361852.9,9.0,3.0,7.0,11.0,3814.0,1.0,0.0,0.0,4.0,7.0,2.0,30.0,108.0,20.0
83870,4.0,4.0,57.0,231005.8033,184221.0,901.0,53.0,3619.3592799,915.0,36955.5,6487.6,86261.2,18.0,4.0,43.0,21.0,887.0,1.0,10.0,16.0,1.0,22.0,3.0,31.0,114.0,58.0
291864,3.0,3.0,102.0,367580.683956,451575.0,2152.0,97.0,4386.07165005,2274.0,16003.0,4500.0,46359.2,18.0,11.0,70.0,21.0,2002.0,26.0,8.0,8.0,29.0,9.0,14.0,31.0,781.0,103.0
250478,4.0,10.0,92.0,263218.59771,715943.0,4513.5,78.0,852.965718772,3839.0,11033.0,4322.6,48189.2,21.0,11.0,57.0,23.0,4720.0,18.0,7.0,2.0,16.0,22.0,7.0,31.0,1168.0,93.0
122348,4.0,6.0,76.0,635354.991184,226018.0,1358.5,66.0,7429.40340366,1076.5,33300.0,5362.8,53943.8,21.0,17.0,42.0,22.0,1395.0,11.0,5.0,0.0,21.0,13.0,8.0,31.0,429.0,77.0
266778,0.0,1.0,45.0,690763.317496,911037.0,11300.0,33.0,19236.8857661,9520.0,22948.5,7035.6,95256.4,9.0,4.0,34.0,20.0,9568.5,4.0,1.0,7.0,11.0,8.0,2.0,30.0,255.0,46.0
182059,0.0,0.0,4.0,803.614630454,114732.0,8659.0,1.0,0.0,97220.0,590009.0,261066.0,603769.0,3.0,3.0,4.0,9.0,8659.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,5.0
320979,5.0,4.0,83.0,220931.688611,624746.0,2706.0,78.0,1395.61975576,2703.0,20182.5,6305.0,48362.5,14.0,4.0,50.0,21.0,2703.0,15.0,7.0,20.0,13.0,12.0,7.0,30.0,688.0,84.0
109708,0.0,6.0,63.0,443999.637474,1021629.0,10870.0,50.0,6808.55820621,9197.5,22317.0,5817.5,52216.5,12.0,4.0,40.0,21.0,11539.5,5.0,1.0,18.0,12.0,10.0,4.0,31.0,336.0,64.0
201637,5.0,0.0,34.0,177421.644215,163069.0,2483.5,28.0,459.346241969,2453.5,50495.0,4597.2,199773.4,10.0,6.0,16.0,15.0,1350.0,11.0,6.0,0.0,4.0,3.0,4.0,31.0,177.0,35.0
92817,1.0,2.0,47.0,662097.819157,256530.0,2068.0,42.0,9655.2778704,1799.5,14618.5,5388.5,49632.2,9.0,5.0,30.0,11.0,1933.5,11.0,2.0,3.0,10.0,9.0,3.0,18.0,324.0,48.0
323972,0.0,7.0,51.0,135792.92235,344375.0,4767.0,46.0,2338.11240179,4552.0,11990.0,4052.9,135457.3,18.0,5.0,49.0,19.0,4767.0,0.0,0.0,0.0,19.0,21.0,5.0,32.0,138.0,52.0
47057,2.0,10.0,66.0,202500.330028,373913.0,2864.5,59.0,0.0,2497.0,19023.0,6099.0,85909.4,14.0,7.0,47.0,20.0,3149.0,12.0,9.0,3.0,15.0,10.0,6.0,31.0,439.0,67.0
164902,5.0,11.0,133.0,397716.18256,919285.0,3705.0,117.0,0.0,3209.0,7229.0,4148.0,33465.0,31.0,15.0,88.0,22.0,3507.0,27.0,18.0,6.0,18.0,30.0,14.0,31.0,1589.0,134.0
60270,5.0,14.0,131.0,441051.965603,779720.0,2414.0,119.0,2514.45087621,2255.0,9546.0,4395.4,32026.2,28.0,12.0,92.0,22.0,2522.0,26.0,11.0,11.0,28.0,26.0,11.0,31.0,928.0,132.0
271660,18.0,5.0,95.0,512913.022398,492867.0,2153.0,86.0,4916.94180469,1921.5,19402.5,4983.2,48328.7,30.0,14.0,65.0,21.0,1987.0,9.0,29.0,3.0,2.0,19.0,19.0,31.0,399.0,96.0
236871,9.0,10.0,94.0,1985544.07038,775255.0,5383.5,85.0,2777.64926758,4381.0,12600.0,4262.6,35736.8,10.0,5.0,69.0,21.0,5400.0,23.0,16.0,7.0,24.0,10.0,4.0,30.0,1146.0,95.0
222874,0.0,10.0,59.0,988127.290784,499104.0,3271.0,54.0,22483.7987511,2578.0,34615.5,7931.8,61482.5,9.0,5.0,39.0,22.0,3271.0,21.0,0.0,1.0,13.0,12.0,3.0,31.0,275.0,60.0
308998,0.0,5.0,52.0,1087014.43128,1280207.0,7905.5,41.0,13021.9266644,6432.0,7331.0,4135.2,74679.8,7.0,1.0,41.0,22.0,7666.0,8.0,0.0,4.0,9.0,13.0,3.0,31.0,424.0,53.0
84255,0.0,2.0,17.0,118764.716979,184385.0,5978.0,14.0,0.0,6144.5,102867.0,3896.1,426391.2,5.0,3.0,10.0,12.0,5689.0,0.0,0.0,0.0,4.0,9.0,1.0,31.0,112.0,18.0
45960,2.0,8.0,85.0,533956.998075,593138.0,3600.0,74.0,4287.43507842,2700.0,10934.0,4303.7,52455.0,24.0,8.0,58.0,20.0,3492.5,12.0,5.0,7.0,17.0,21.0,10.0,31.0,493.0,86.0
149042,2.0,9.0,75.0,221560.133426,424767.0,2228.0,71.0,611.584327987,2228.0,12283.5,4596.5,76579.3,15.0,7.0,48.0,20.0,3547.5,20.0,2.0,0.0,18.0,22.0,6.0,31.0,638.0,76.0
288826,0.0,0.0,4.0,2339.30774726,986328.0,121744.0,3.0,0.0,151303.0,153773.0,29524.0,271013.0,1.0,0.0,3.0,12.0,92185.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,24.0,5.0
159761,0.0,0.0,13.0,121575.145399,133102.0,1800.0,9.0,5973.60161776,4547.0,164162.0,3965.0,474537.0,7.0,5.0,8.0,11.0,2127.0,3.0,0.0,0.0,0.0,1.0,4.0,31.0,97.0,14.0
249972,0.0,0.0,12.0,379143.200559,428741.0,14710.0,8.0,31595.2667133,16925.5,140832.0,10083.6,494333.8,4.0,4.0,9.0,11.0,14400.0,1.0,1.0,0.0,4.0,0.0,2.0,30.0,60.0,13.0
201958,10.0,3.0,67.0,609883.365851,280899.0,1808.0,60.0,12171.4278051,1638.0,18404.0,5017.8,93062.4,17.0,9.0,47.0,21.0,1825.0,20.0,13.0,1.0,1.0,11.0,9.0,31.0,279.0,68.0
168681,0.0,6.0,37.0,1809135.52426,297018.0,3395.0,30.0,3698.41164508,3252.5,52048.5,5310.1,165704.9,12.0,8.0,25.0,17.0,3267.0,2.0,0.0,1.0,8.0,8.0,7.0,31.0,360.0,38.0
158092,9.0,0.0,49.0,501693.147402,460953.0,4765.0,40.0,10566.8966891,3857.0,19323.0,5616.0,119995.2,12.0,9.0,26.0,19.0,6684.5,9.0,16.0,6.0,1.0,2.0,3.0,31.0,360.0,50.0
261401,0.0,0.0,11.0,23731.5637249,336295.0,24738.0,4.0,2493.44893444,7525.0,95503.0,14871.8,478888.7,3.0,0.0,7.0,12.0,24738.0,1.0,0.0,0.0,0.0,2.0,1.0,30.0,24.0,12.0
32945,0.0,5.0,70.0,413712.291077,464462.0,3244.5,62.0,7356.19488786,2734.0,34754.0,4782.4,57189.2,20.0,13.0,47.0,24.0,2829.0,10.0,0.0,11.0,19.0,11.0,9.0,31.0,428.0,71.0
190096,0.0,7.0,34.0,905136.523623,258621.0,2892.0,29.0,3053.14137004,3206.0,36900.0,4972.2,231654.6,5.0,4.0,33.0,19.0,3206.0,3.0,1.0,2.0,17.0,3.0,2.0,31.0,508.0,35.0
77534,0.0,4.0,60.0,496955.255004,345584.0,2714.0,52.0,11020.5992325,2700.0,30008.0,4041.4,64260.0,22.0,17.0,45.0,20.0,2728.0,4.0,0.0,7.0,17.0,5.0,16.0,31.0,264.0,61.0
157306,1.0,4.0,58.0,892130.54787,245783.0,1618.5,53.0,12029.0527091,1572.0,36082.0,4500.0,84878.0,6.0,5.0,39.0,21.0,1482.0,21.0,3.0,0.0,19.0,3.0,3.0,31.0,345.0,59.0
250818,3.0,8.0,110.0,1467235.86458,640178.0,2761.0,95.0,3918.25124272,2307.0,11196.0,3813.0,47844.4,27.0,15.0,71.0,23.0,2858.0,18.0,11.0,2.0,28.0,20.0,10.0,31.0,1497.0,111.0
25746,1.0,2.0,68.0,410555.37593,1997719.0,21227.0,50.0,4105.31669172,12509.0,6044.0,4100.0,15156.0,5.0,2.0,42.0,20.0,16760.0,7.0,11.0,9.0,11.0,6.0,3.0,31.0,3258.0,69.0
211543,2.0,2.0,22.0,379520.999778,156362.0,1885.0,18.0,4750.54415671,2040.5,43825.0,4499.4,391770.6,5.0,5.0,13.0,12.0,1782.0,9.0,2.0,0.0,3.0,2.0,2.0,31.0,157.0,23.0
207546,0.0,8.0,67.0,599856.592402,273018.0,1890.0,59.0,10954.2614513,1800.0,34167.0,4500.0,67571.5,23.0,17.0,46.0,21.0,1800.0,5.0,0.0,11.0,17.0,9.0,15.0,31.0,322.0,68.0
289585,2.0,5.0,84.0,583773.350429,696576.0,6203.5,74.0,4687.4243566,5736.0,11110.0,4475.4,53161.8,19.0,9.0,53.0,22.0,6329.0,15.0,10.0,4.0,13.0,19.0,8.0,31.0,413.0,85.0
281969,3.0,3.0,80.0,2235077.71499,456470.0,2726.5,73.0,9946.76313916,2538.0,16200.0,4712.6,52496.0,24.0,9.0,62.0,21.0,2619.0,11.0,8.0,6.0,18.0,16.0,7.0,31.0,700.0,81.0
248081,0.0,4.0,21.0,2739443.76493,183259.0,2434.0,14.0,5974.68910414,2101.5,59362.5,5735.3,320127.4,10.0,8.0,16.0,14.0,3262.0,1.0,0.0,1.0,5.0,3.0,4.0,31.0,130.0,22.0
119037,0.0,0.0,53.0,404646.702142,1464962.0,19938.0,43.0,8176.77564022,18240.0,19634.0,5592.5,39914.5,4.0,3.0,39.0,23.0,18240.0,18.0,8.0,0.0,12.0,2.0,2.0,31.0,144.0,54.0
139784,0.0,5.0,79.0,1339599.16905,707280.0,4333.0,70.0,9290.95380897,3587.0,10774.0,3894.7,55669.3,14.0,9.0,62.0,21.0,4009.5,6.0,0.0,19.0,26.0,10.0,8.0,31.0,942.0,80.0
248456,0.0,2.0,56.0,637758.916527,1426723.0,21772.5,42.0,9780.69351621,16767.0,10878.0,4643.6,28809.6,7.0,3.0,35.0,20.0,20434.0,15.0,5.0,11.0,6.0,5.0,0.0,31.0,775.0,57.0
92176,1.0,4.0,65.0,401439.922742,365140.0,3505.0,54.0,6039.21996787,3172.5,29821.5,5312.1,68134.5,18.0,15.0,41.0,21.0,3600.0,9.0,2.0,2.0,16.0,11.0,6.0,31.0,311.0,66.0
276080,1.0,6.0,42.0,172790.242086,195833.0,900.5,36.0,3738.4279193,900.0,33799.0,8280.0,170057.8,14.0,12.0,33.0,17.0,970.0,1.0,1.0,1.0,12.0,9.0,9.0,31.0,112.0,43.0
166158,0.0,12.0,73.0,602913.031814,374464.0,3015.0,61.0,8632.43243452,2411.0,30391.5,5358.0,62837.0,23.0,13.0,49.0,22.0,2735.0,13.0,7.0,1.0,14.0,20.0,4.0,31.0,989.0,74.0
218429,1.0,5.0,53.0,902598.290376,1784460.0,3577.0,47.0,7773.9753543,3177.0,8085.5,4168.5,36387.0,11.0,1.0,30.0,24.0,3295.0,12.0,1.0,6.0,8.0,11.0,7.0,23.0,920.0,54.0
53922,0.0,0.0,7.0,176434.146534,140600.0,5706.0,3.0,77896.5973229,5706.0,307358.5,7200.0,598699.0,5.0,3.0,4.0,9.0,15251.5,0.0,0.0,0.0,0.0,2.0,1.0,31.0,5.0,8.0
154570,1.0,0.0,46.0,58315.5343482,566120.0,7468.5,36.0,828.958178135,4673.5,29446.0,4999.6,132123.8,17.0,10.0,38.0,21.0,7180.0,1.0,2.0,10.0,9.0,2.0,10.0,31.0,139.0,47.0
21704,0.0,0.0,35.0,146939.979125,577807.0,14400.0,32.0,3734.44269313,14400.0,28800.0,8857.6,196560.0,2.0,2.0,29.0,20.0,14400.0,13.0,0.0,1.0,13.0,2.0,1.0,31.0,61.0,36.0
78841,0.0,2.0,63.0,349327.684259,926438.0,12257.0,50.0,5600.85064881,9130.0,11891.0,3780.0,60901.0,9.0,4.0,38.0,21.0,12839.0,12.0,2.0,8.0,12.0,10.0,3.0,31.0,630.0,64.0
337509,0.0,4.0,54.0,255681.887866,248071.0,1816.5,46.0,6211.18848167,1800.0,30983.0,4444.8,98813.8,21.0,18.0,42.0,21.0,2174.0,4.0,0.0,2.0,19.0,7.0,12.0,31.0,223.0,55.0
137831,2.0,3.0,72.0,365328.150506,286210.0,1800.0,68.0,4479.92016814,1800.0,30764.0,5044.2,62484.6,20.0,6.0,46.0,21.0,1800.0,13.0,3.0,14.0,7.0,21.0,7.0,31.0,278.0,73.0
80088,0.0,6.0,42.0,70641.68211,562511.0,10326.5,35.0,1078.08485154,7822.0,47730.0,4971.2,110255.4,13.0,3.0,26.0,19.0,14310.0,3.0,0.0,3.0,11.0,11.0,6.0,31.0,132.0,43.0
329191,0.0,0.0,34.0,37404.992584,597749.0,8809.0,22.0,656.011148979,8207.5,40827.0,6912.8,142349.0,13.0,11.0,22.0,22.0,7528.5,8.0,0.0,1.0,5.0,4.0,4.0,31.0,183.0,35.0
34427,4.0,3.0,91.0,2044687.21412,687218.0,4760.0,77.0,4340.18595162,3721.0,10251.0,4230.9,30520.6,14.0,9.0,61.0,17.0,5524.0,20.0,9.0,18.0,9.0,13.0,4.0,25.0,847.0,92.0
261031,1.0,6.0,83.0,1310793.06584,443579.0,2811.0,70.0,3786.84663816,2119.5,15679.5,3950.5,51343.0,24.0,17.0,66.0,23.0,2865.0,12.0,2.0,7.0,20.0,16.0,11.0,31.0,655.0,84.0
112944,0.0,1.0,34.0,439797.957034,167866.0,1356.5,29.0,14589.3848359,1168.0,31344.0,7186.2,129169.8,14.0,11.0,32.0,15.0,1290.0,3.0,0.0,0.0,15.0,1.0,10.0,22.0,148.0,35.0
227041,7.0,8.0,116.0,668890.563777,1116197.0,3675.5,101.0,3096.53074236,3289.0,9113.0,4187.6,27490.6,28.0,17.0,75.0,23.0,3437.0,30.0,16.0,7.0,16.0,17.0,10.0,31.0,1645.0,117.0
74777,3.0,1.0,34.0,89657.0364476,209801.0,2700.0,31.0,0.0,2700.0,19876.0,3600.0,281009.4,12.0,5.0,34.0,18.0,2700.0,10.0,6.0,0.0,0.0,10.0,5.0,31.0,114.0,35.0
252260,0.0,8.0,77.0,1079827.09701,944842.0,1957.0,72.0,10593.3182716,1947.5,23010.5,4655.7,48781.9,24.0,5.0,53.0,23.0,1938.0,21.0,3.0,5.0,9.0,26.0,7.0,24.0,679.0,78.0
194491,1.0,4.0,80.0,2125487.02535,368399.0,2644.5,69.0,9805.98925008,2322.0,22280.0,5388.0,54367.6,19.0,12.0,60.0,23.0,3351.0,19.0,1.0,4.0,23.0,15.0,4.0,31.0,850.0,81.0
104249,0.0,6.0,63.0,114271.072021,234416.0,1800.0,57.0,1319.20326632,1800.0,32649.5,4303.5,71100.0,14.0,8.0,48.0,21.0,1800.0,4.0,0.0,1.0,23.0,11.0,5.0,31.0,214.0,64.0
237489,0.0,1.0,42.0,324438.773715,538756.0,9368.5,32.0,10112.0321586,6269.0,27448.0,7225.2,131784.2,14.0,5.0,31.0,22.0,12443.0,2.0,2.0,5.0,8.0,9.0,5.0,31.0,175.0,43.0
237553,0.0,0.0,20.0,86566.231132,688664.0,28052.0,12.0,5234.35773034,20759.5,49176.0,6653.8,386278.8,2.0,1.0,13.0,15.0,30039.0,1.0,0.0,0.0,8.0,1.0,1.0,30.0,54.0,21.0
226072,3.0,3.0,98.0,482177.90404,353508.0,1800.0,90.0,5933.47248068,1800.0,19800.0,4290.0,48601.0,27.0,16.0,62.0,20.0,1800.0,23.0,8.0,4.0,24.0,14.0,13.0,31.0,574.0,99.0
143904,2.0,2.0,67.0,677665.591474,454504.0,2704.0,58.0,10248.3916091,2579.5,27812.0,4489.7,69094.5,27.0,17.0,47.0,21.0,3451.0,8.0,2.0,1.0,16.0,9.0,16.0,31.0,370.0,68.0
211187,1.0,2.0,47.0,185679.006154,491609.0,6974.0,40.0,4382.587913,5021.0,27529.0,5988.8,118813.8,10.0,4.0,35.0,20.0,7971.0,11.0,6.0,4.0,2.0,6.0,6.0,31.0,121.0,48.0
186198,0.0,1.0,15.0,18627.5119932,146788.0,3290.0,7.0,23.7990501501,3290.0,121980.5,38892.3,396244.6,8.0,8.0,8.0,14.0,2760.5,2.0,1.0,0.0,1.0,2.0,1.0,31.0,84.0,16.0
237000,0.0,7.0,75.0,317119.924756,721119.0,6866.0,65.0,4115.32423512,6372.0,14032.5,4460.1,54966.5,16.0,6.0,59.0,20.0,6866.0,6.0,0.0,17.0,19.0,15.0,7.0,31.0,532.0,76.0
133437,0.0,15.0,43.0,35358.1775315,163384.0,364.0,39.0,1031.74103001,357.0,51774.0,8758.5,152929.0,8.0,6.0,34.0,20.0,386.0,12.0,0.0,0.0,13.0,8.0,4.0,30.0,142.0,44.0
284147,1.0,4.0,52.0,424935.14721,749325.0,9337.0,41.0,3578.86431152,9086.0,21930.0,4744.6,72633.8,10.0,7.0,34.0,19.0,8618.0,5.0,4.0,0.0,19.0,6.0,4.0,31.0,447.0,53.0
40603,0.0,1.0,24.0,202723.202467,314880.0,9001.5,19.0,11290.9552413,8205.0,50400.0,5993.0,241931.4,8.0,5.0,11.0,15.0,10587.0,2.0,0.0,0.0,9.0,5.0,2.0,31.0,74.0,25.0
90724,0.0,3.0,22.0,855408.960418,377287.0,5983.0,16.0,8604.1550087,5250.5,49104.0,4176.4,258500.8,7.0,4.0,12.0,17.0,3989.5,3.0,0.0,1.0,1.0,8.0,2.0,31.0,236.0,23.0
168635,0.0,7.0,56.0,645651.642503,235676.0,1787.0,52.0,10976.4959888,1673.5,24455.0,6404.2,98750.0,17.0,14.0,42.0,19.0,1834.5,3.0,0.0,11.0,17.0,7.0,13.0,31.0,390.0,57.0
239034,0.0,2.0,19.0,570785.719615,1442333.0,3600.0,16.0,7622.74580626,3092.0,26139.5,4396.9,160488.3,4.0,3.0,13.0,24.0,3369.0,2.0,1.0,1.0,5.0,4.0,3.0,17.0,327.0,20.0
173865,0.0,3.0,30.0,694677.354451,351786.0,5771.0,25.0,1109.72536791,4269.0,21601.0,5859.8,233380.2,7.0,4.0,28.0,18.0,6200.0,4.0,2.0,1.0,7.0,7.0,4.0,28.0,297.0,31.0
92520,3.0,4.0,41.0,91225.4998213,231290.0,2255.0,36.0,904.447301885,2092.0,32488.5,5920.6,159296.9,16.0,8.0,31.0,19.0,2384.0,6.0,3.0,0.0,7.0,12.0,8.0,31.0,281.0,42.0
106556,0.0,1.0,65.0,721505.765823,288213.0,2354.0,59.0,12360.9473261,2220.0,32560.5,8325.5,60672.3,21.0,17.0,47.0,20.0,2185.0,8.0,2.0,11.0,16.0,5.0,14.0,31.0,503.0,66.0
141878,0.0,7.0,57.0,358607.596968,506881.0,3102.0,50.0,8730.14386436,974.0,35018.5,7200.0,68597.6,10.0,6.0,35.0,18.0,92.0,12.0,0.0,15.0,6.0,10.0,6.0,30.0,144.0,58.0
142013,0.0,1.0,39.0,319382.794886,984087.0,13381.0,30.0,3443.22540415,11521.0,30758.0,8969.9,80340.5,6.0,5.0,25.0,19.0,14110.0,2.0,2.0,1.0,9.0,6.0,3.0,30.0,133.0,40.0
210089,2.0,4.0,64.0,508678.18808,569350.0,4105.5,54.0,5577.72599589,3668.5,20151.0,4713.4,67134.0,11.0,8.0,46.0,24.0,4105.5,17.0,4.0,1.0,12.0,9.0,5.0,31.0,488.0,65.0
90960,0.0,2.0,5.0,5417.21889915,28101.0,1800.0,4.0,1354.30472479,1557.0,30427.0,4389.0,96214.0,1.0,0.0,1.0,1.0,1800.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,36.0,6.0
314186,2.0,3.0,65.0,197668.378954,1505957.0,8978.0,50.0,2100.30537193,5665.0,7504.0,4074.2,46665.9,12.0,3.0,47.0,22.0,11426.0,13.0,8.0,3.0,8.0,10.0,4.0,30.0,2999.0,66.0
305716,4.0,6.0,93.0,1675483.44005,554930.0,2729.0,89.0,630.351807705,2729.0,14928.0,5010.0,55336.0,15.0,7.0,60.0,21.0,2040.0,27.0,24.0,5.0,5.0,16.0,9.0,30.0,628.0,94.0
122204,0.0,5.0,40.0,83053.8636106,186307.0,1800.0,36.0,1410.73003434,1800.0,51300.0,4343.6,166932.6,16.0,10.0,28.0,17.0,1800.0,9.0,1.0,0.0,4.0,11.0,9.0,31.0,125.0,41.0
262896,0.0,4.0,38.0,1389899.13372,184617.0,1405.0,32.0,5646.97486036,1324.5,33598.0,5734.0,173014.0,10.0,8.0,25.0,15.0,1479.0,7.0,0.0,8.0,4.0,8.0,3.0,28.0,117.0,39.0
317618,1.0,6.0,69.0,3475346.10915,400939.0,2700.0,59.0,2071.63598399,2700.0,25941.0,4514.0,71805.7,24.0,13.0,43.0,21.0,2117.0,8.0,2.0,11.0,12.0,11.0,13.0,31.0,611.0,70.0
78071,0.0,0.0,26.0,242127.686655,537483.0,14400.0,18.0,7998.30111126,14400.0,41123.0,11606.4,253163.6,7.0,4.0,18.0,17.0,14400.0,2.0,0.0,2.0,7.0,4.0,3.0,30.0,36.0,27.0
8264,1.0,2.0,42.0,973562.174241,1549672.0,2700.0,40.0,18667.8540686,2660.5,14400.0,4650.4,56971.8,11.0,3.0,33.0,25.0,2700.0,8.0,2.0,2.0,10.0,7.0,9.0,17.0,708.0,43.0
334816,3.0,8.0,69.0,5396680.8426,976787.0,5456.0,61.0,5271.7036584,5456.0,6954.0,4118.4,46422.3,13.0,7.0,56.0,21.0,8363.5,5.0,13.0,9.0,16.0,10.0,7.0,31.0,1847.0,70.0
263441,0.0,3.0,31.0,153519.974491,567425.0,13185.0,21.0,5785.24964346,8693.0,18247.0,4031.1,226195.4,4.0,4.0,24.0,16.0,9043.5,3.0,0.0,4.0,9.0,4.0,1.0,31.0,127.0,32.0
221919,1.0,1.0,56.0,1550449.0683,634056.0,8371.5,48.0,7586.82984496,7620.0,26453.0,6106.0,83651.0,11.0,6.0,46.0,22.0,10641.0,12.0,2.0,12.0,11.0,6.0,4.0,31.0,233.0,57.0
217385,0.0,1.0,13.0,31153.5115087,246526.0,8712.0,5.0,2337.68874912,4865.0,134588.0,21266.5,468227.0,6.0,5.0,9.0,15.0,8993.0,0.0,0.0,0.0,4.0,1.0,0.0,31.0,21.0,14.0
106505,0.0,5.0,104.0,639717.171492,574369.0,2905.5,90.0,2786.21127693,2630.0,12818.0,4089.4,42918.2,32.0,24.0,65.0,21.0,2171.0,26.0,3.0,4.0,24.0,16.0,13.0,31.0,908.0,105.0
333313,0.0,1.0,8.0,11245.1818498,1934470.0,4092.5,7.0,372.265047116,3936.0,28833.0,3951.0,422204.0,3.0,2.0,2.0,25.0,952700.0,2.0,1.0,0.0,1.0,0.0,3.0,10.0,52.0,9.0
